bn|term|excerpt
M322|Teacher's College Reading and Writing Project|"cy block.  Students receive instruction using 
the TCRWP Readers and Writers Workshop curriculum, adapted "
M322|Teacher's College Reading and Writing Project|ing professional development and coaching from our TCRWP consultant, literacy coach and ELLs coordinator i
M322|Teacher's College Reading and Writing Project|"nd ELLs coordinator in 
appropriately adapting the TCRWP workshops to effectively meet the instructional n"
M322|Teacher's College Reading and Writing Project|language program receive ELA instruction using the TCRWP Readers and Writers Workshop curriculum, adapted 
M322|Teacher's College Reading and Writing Project|"ments coordinated by the ELA department, including TCRWP running 
records, MyON lexile testing and assessm"
M322|Teacher's College Reading and Writing Project|" writing against a school wide rubric based on the TCRWP 
narrative/argument/information writing. 

6.  Ho"
M322|Teacher's College Reading and Writing Project|"ve a daily triple period literacy block, using the TCRWP 
Reader’s and Writer’s workshops to ensure conten"
M322|Teacher's College Reading and Writing Project|"s, leveraging RTI and the conferring aspect of the TCRWP curriculum to 
provide students individualized fe"
X405|Pearson|"t students with those resources.  

2. The Primary Person Model builds strong relationships between students"
X405|Pearson|"n. Building these 
relationships helps the Primary Person and other staff members identify students who migh"
X405|Pearson|"ize these resources. It’s the role of the 
Primary Person to find the strengths or each student and encourag"
X405|Pearson|"their individual 
interests. By use of the Primary Person Model, to help us determine the needs of individua"
X405|Pearson|"tions to apply to target list of students 
Primary Person ( CBO advisors) are assigned student cohorts  
Dev"
X405|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X405|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

The"
X405|NewsEla|"sh version of textbooks (at no cost to Title III), Newsela and Achieve 3000 software 
support and peer-to-pee"
X405|NewsEla|"tes to the program 
narrative for this title. 
100 Newsela licenses for 
Intermediate and Beginner Level ESL "
X405|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X363|Pearson|" it is explicit ENL instruction is done utilizing Pearson Longman's Keystone series which we chose 
since i"
X363|Pearson|" Curriculum.   For ESL 
the pull-out teacher uses Pearson Longman's Keystone which is sufficiently aligned "
X363|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X363|IDO|"tings, via email, etc.) 
 

T&I Brochure, Language ID Guide, Staff Meetings, EMAIL 
 

 
 
 
Part E: Pro"
X363|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

The ap"
X363|Khan Academy|"ocus 
on reading 
comprehension) 
 
Lightsail.  

Khan Academy.  

(Programs and 
activities will focus 
on read"
X363|Khan Academy|" in S.S.  

2. Below grade level 
on DRP exam.  

Khan Academy.  

3. Below a 2.5 on NYS 
exam . 
 

At risk ser"
X363|Read180|"ted Lightsail reading program for ENL students and Read 180 for TBE students in classes 
601,701 and 801.  We "
X363|Rosetta Stone|"nsion in the 2015-2016 school year.  We also have Rosetta Stone available in the technology lab 
for newcomer stu"
X363|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X363|Teacher's College Reading and Writing Project|"ting. Select staff members are currently attending Teacher’s College Writing Institute 
in order to effectively impleme"
X363|Teacher's College Reading and Writing Project|"g Time. In English Language Arts specifically, the Teacher’s College Writing 
Curriculum will be imbedded into the curr"
X363|Teacher's College Reading and Writing Project|"ders, Curriculum 
Planning Team, Teachers 

Use of Teacher’s College Writing Curriculum in all 
grades to promote authe"
X363|Teacher's College Reading and Writing Project|"tandards.  All teachers of ELLs have also attended Teachers College Writing Workshops to incorporate 
this into our EL"
X363|Fountas and Pinnell|"                         79 

based on Lexile and Fountas and Pinell indicators to ensure that each child has access tp"
M450|BrainPOP|"ams such as Wilson, 
Rewards, and websites such as Brain POP and Flocabulary, visuals, reciprocal teaching, pee"
M450|Cortex|gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for Algebra,
M450|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M450|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

As sta"
M450|NewsEla|"-the students must be doing the work)make time for Newsela in their classroom/curriculum. 

 

The curriculum"
M450|Read180|"der to address multiple components of literacy the Read 180 program 
has proved to be highly successful.  
  
"
M450|Rosetta Stone|"age electives are offered to ELLs?  

Through the Rosetta Stone Program students are able to choose from over 25 "
K021|Amplify|"sed his/her level of proficiency in ELA based on 
Amplify assessment data, NYSITELL and/or NYSESLAT scores."
K021|Amplify|"ion (review of student  SchoolNet 
Assessment and Amplify scores, data analysis of sub skills and student w"
K021|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K021|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

In "
K021|iReady|"oups if necessary. 
Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|ReadyGen|"exts and articles found in the Reading Street 
and Ready Gen programs. Scaffolding of Depth of 
Knowledge quest"
K021|CUBES|"ents in the lowest third in math will use SOLVE or CUBE 
strategies effectively when solving word problems"
K021|CUBES|"ill indicate at least 75% application of SOLVE and CUBE strategies to demonstrate understanding of 
Operat"
K021|CUBES|"teachers 

Use monthly tasks to analyze the use of CUBE and SOLVE 
strategies involving the four operation"
K021|Leader in Me|"nal leadership through the study of Steven Covey's Leader In Me program.  

 

 

By using the Framework for Gre"
K021|Reading Street|"oughton Mifflin Journey's Text in Grades K-2 and 
Reading Street lessons from achievethecore.org Grades 3-5 to sup"
X388|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X388|IDO|"w to provide such services. T&I Brochure, Language ID Guide, 
and Language Palm Card will be distributed"
X388|IDO|"ceive 
the T&I Brochure and a copy of the Language ID Guide as well as instruction in how to reach out t"
X388|IDO|" 
  Parents’ Guide to Language Access 
 Language ID Guide at security desk and main office 
 
At Pan A"
X388|IDO|"e. When a parent enters the main office a language ID guide is clearly posted at the 
security desk and "
X388|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M108|BrainPOP|" such as iReady Reading and Math, Book, Brain POP/ Brain POP ESL! that will 
enhance and support our ELLs and t"
M108|Core Knowledge|"ignment to core curriculum and the application of Core Knowledge.  Staff will be informed of Testing 
Modification"
M108|Go Math!|"rams 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) CMP3 (6-8) come with supplemental resources "
M108|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M108|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

PS "
M108|ReadyGen|e literacy curricula in the various grade levels: ReadyGen in K-2 and Expeditionary in grades 3-8.  In analy
M108|ReadyGen|"unseling, Speech, OT/PT.  Our literacy programs 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) C"
M108|ReadyGen|"ruction for ELLs.  Each of our literacy programs (ReadyGen and Expeditionary) 
comes with supplemental resou"
M108|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M108|Teacher's College Reading and Writing Project|" classrooms (Danielson 
Framework 3b) 

  Utilize Teacher’s College Resources to build our 

writing curriculum in K-8"
M108|Teacher's College Reading and Writing Project|"ills by using Fountas and Pinnell levels using the TCRWP running records and comprehension 
tools as well "
M108|Fountas and Pinnell|fically, we assess their literacy skills by using Fountas and Pinnell levels using the TCRWP running records and compre
M108|Fountas and Pinnell|"guage program, we would allow our students to use Fountas and Pinnell in 
their native language, we would administer as"
M108|Fountas and Pinnell|"t the day 
through differentiation.  Teachers use Fountas and Pinnell levels to determine a child’s reading level and h"
M108|Fountas and Pinnell|"t the day through differentiation.  Teachers use 
Fountas and Pinnell levels to determine a child’s reading level and h"
R470|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
R470|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

Con"
R470|Read180|"in ELA 

 

2) Interactive reading 
programs: 

a) Read 180 

b) Achieve 3000 

 

3) Remediation Work 
Throug"
R470|Read180|"tive data available to support your response.   
- Read 180 assessment test  
- NYC DOE Perfrormance Assessmen"
R470|Schoology|"reviewing the students’ writing. The school uses 
Schoology as their online student progress monitoring syste"
R470|Schoology|"ovide instant feedback. 
Students are able to use Schoology to respond to the teacher and to provide feedback"
Q151|Go Math!|evel-appropriate language. For math, we are using Go Math, in Science and Social Studies we are using the I
Q151|Go Math!|"ontent and language 

development. 
Journey's and Go Math are new programs. Both programs have small compon"
Q151|Go Math!|"ing with the Wilson's  Fundations word study. The Go Math unit tests are reviewed every month and reading 
"
Q151|Go Math!|"he 
Houghton-Mifflin JOURNEYS Reading Program and Go Math. This allows students to reach high standards in "
Q151|Go Math!|"ions 
     *  ELL strategies within Journey's and Go Math 
     *  NYC/NYS Mandates 
4. Schoolwide teacher "
Q151|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
Q151|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

A s"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences between student classroom 
perform"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any 
differences between student classroom perform"
Q151|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q151|Teacher's College Reading and Writing Project|"ysis of Running Records (RR) 
Analysis of data re: Teachers College Reading & Writing Project (TCRWP) 

PRIORITY NEEDS"
Q151|Teacher's College Reading and Writing Project|"in Grades 1 – 3 meeting 
grade level benchmarks on Teachers College Reading & Writing Project (TCRWP). 

 

 
 

     "
Q151|Teacher's College Reading and Writing Project|"g., EL SOL, Estrellita, Fountas and 
Pinnell, DRA, TCRWP, teacher-created assessments). What insights does"
Q151|Teacher's College Reading and Writing Project|udents are placed in a class the teacher then uses TCRWP to monitor reading progress.  Students are reasse
Q151|Teacher's College Reading and Writing Project|"ss.  Students are reassessed ever six weeks 
using TCRWP system.  This data shows that ELLs lag behind the"
Q151|Teacher's College Reading and Writing Project|"onable time. This is done using the 
data such as: TCRWP, ELL Periodic Assessment, as well as classroom cu"
Q151|Teacher's College Reading and Writing Project|" the students on NYS tests in the upper grades and TCRWP assessments in the 
all grades. Following thess a"
Q151|Fundations|"sional development, 
including training in Wilson Fundations.  They also have monthly professional meetings wi"
X175|Go Math!|"al alignment of ELA and social studies curriculum; GoMath used K-8 (along 
with CMP3 in grades 6-8); uniform"
X175|Go Math!|"small class size; 
remedial resources 
culled from GoMath 
and CMP3;  
 
K-8 – small class size; 
small-grou"
X175|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X175|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

All"
X175|IDO|"nguage Access in 
the home langauge.  The Language ID Guide  is at the security desk and in the main off"
K223|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K223|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

   "
K223|IXL|"be incorporated in this after-school math class.  IXL consist of 
unlimited questions in hundreds of ma"
K223|IXL|"ool provides Achieve 3000, Reading Horizons, and 
IXL. Our ELL-SWDs attend extended day, and are enroll"
K223|IXL|"t match the student’s literacy level. 
           IXL is incorporated in our after-school Math classes,"
K223|IXL|" well as, in  Math classes meeting on Saturdays.  IXL is a math practice 
website consisting of unlimit"
K223|IXL|stones, Voices In Literature, Making Connections, IXL, Rosetta Stone, picture books, multi-level novels
K223|Rosetta Stone|"h language modality. Newcomer ELLs have access to Rosetta Stone, which assesses comprehension in 
speaking, liste"
K223|Rosetta Stone|"s, Voices In Literature, Making Connections, IXL, Rosetta Stone, picture books, multi-level novels, 
graphic nove"
K223|Rosetta Stone|"mbers on Friday afternoons We are currently using Rosetta Stone and a program titled Side by Side Plus.  These 
p"
K223|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|Go Math!|"re provided with Spanish translation both in their Go 
Math core curriculum and state test.  Accoridng to our "
X161|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X161|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

Throug"
X161|Imagine Learning|"plimental 
technology component, a program called Imagine Learning is used for more individual targeted instruction."
X161|Imagine Learning|", and ELA/MATH academy. Students will utilize the Imagine Learning internet based 
program which provides targeted f"
X161|Imagine Learning|"ELA/MATH Prep Academy. Students will utilize the 
Imagine Learning internet based program which provides targeted fi"
X161|Imagine Learning|"erging, Transitioning, Expanding and Commanding.  Imagine Learning is a source of 
technological intervention where "
X161|Imagine Learning|"second grade bilingual special education 
class. 
Imagine Learning is a technology software that focuses on basic vo"
X161|ReadyGen|"rous instruction in the four language domains. Our Ready Gen program 
along with supplimental spanish leveled r"
X161|Rosetta Stone|heir own education along with ENL classes via the Rosetta Stone Program. School letters, flyers and calendars sen
X161|Rosetta Stone|"ork, among 
others.  Furthermore, we also provide Rosetta Stone access, ESL and computer classes for parents.  Pa"
X161|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|Reading Rescue|"n we offer Math RTI for 35 minutes per day.   Our Reading Rescue 
program provides intervention to struggling read"
X161|Reading Rescue|sure that expectations are met.  In addition, the Reading Rescue program, an early one on one tutoring program wil
X161|Fountas and Pinnell|"their native language.  The Spanish version of the Fontas and Pinnell as well as a 
diagnostic and progress monitoring t"
X161|Fountas and Pinnell|m provides intervention to struggling readers with Fontas and Pinnell levels A-L.  For approximately  35 minutes per day
Q145|EL Education|"aterials are used to teach the following subjects: Expeditionary Learning Curriculum for ELA, Connected Math 
Program for M"
Q145|EL Education|anish Native Language Arts teachers mirror the ELA Expeditionary Learning Curriculum to write their units. They put togethe
Q145|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
Q145|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

We "
Q145|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M134|Core Knowledge|"teachers; curriculum materials and resources from Core Knowledge 
and Expeditionary Learning; professional develop"
M134|Core Knowledge|"he schools' two common core aligned ELA programs, Core Knowledge in grades K-2 and Expeditionary 
Learning in grad"
M134|Core Knowledge|"s and evidence-based curriculum from CCLS aligned-Core Knowledge (in K -2) and Expeditionary 
Learning (grades3-5)"
M134|Core Knowledge|familiarize themselves with the components of the Core Knowledge and Expeditionary programs and how to align the l
M134|EL Education|"age Arts curriculum – Core 
Knowledge Learning and Expeditionary Learning on a monthly basis with grade experts turn-keying"
M134|Go Math!|"riculum and instructional differentiation of TERC, GoMath and instructional elements of FOSS Science where 
"
M134|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M134|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

All"
M134|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M134|Teacher's College Reading and Writing Project|"to support your response.   
 PS 134M utilizes the Teachers College Reading and Writing Project’s reading assessments "
M134|Teacher's College Reading and Writing Project|"vels L-Z, assessment materials are provided by the Teachers College Reading and Writing 
Project. The data indicate th"
K545|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K545|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

a. Inf"
K545|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q192|EL Education|" algebraic expressions, geometric 
functions)  and Expeditionary Learning in literacy (i.e., reading skills aligned to the "
Q192|EL Education|" understand selected topics in mathematics (CMP3), Expeditionary Learning Literacy and NYS 

                  2015-16 CEP "
Q192|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
Q192|IDO|"ervices available to them by 
sharing the Language ID guide and  T& I brochure from the nycdoe. 
 

 
 
"
Q192|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

A w"
Q192|IDO|" to the school for all 
visitors to see.  Language ID guides are at the security desk and the main offic"
Q192|Read180|"f Materials:  The Early Bird Literacy program uses Read 180 which utilizes the student's ability to 
read leve"
Q192|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K592|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K592|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

KGI"
K592|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M685|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M685|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

In "
M685|Starfalls|"in classics modified ESL texts, Oxford Bookworms,  Starfall for early 
literacy intervention, Computer literac"
M685|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M685|Fountas and Pinnell|he ESL program has used a variety of tools, mostly fountas and Pinnell to determine literacy levels.  The program also as
K586|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K586|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

   "
K586|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K586|Acuity|"  They may also 
receive some test preparation for acuity testing to habituate them to the US model of testi"
Q186|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
Q186|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

At "
Q186|Starfalls|"ning 
fitness program, I-
Ready, Rally AIS 
books, Starfall, Raz-
Kids, EngageNY 
Readers’ Theater 
Interactive"
Q186|Reading Recovery|"nue to improve our newer programs such as LLI and Reading Recovery. we will also add Great Leaps and Jr. Great 
Book"
Q186|Teacher's College Reading and Writing Project|"g., EL SOL, Estrellita, Fountas and 
Pinnell, DRA, TCRWP, teacher-created assessments). What insights does"
Q186|Teacher's College Reading and Writing Project|". Additionally, all teachers have 
been trained by TCRWP staff developers on how to use the program to ass"
Q186|Fundations|"repeated readings, 
interactive writings, 
etc.) 
Fundations, Wilson, 
LLI, Reading 
Recovery, Guided 
Reading"
Q186|Fundations|" for math 
instruction. SWD and ELLs also use the Fundations, Wilson, Great Leaps, Reading Recovery, and Jr. G"
Q186|Fundations|"n/pull out programs, Castlewood Prep classes, and Fundations/Wilson classes.  Students 
requiring native langu"
Q186|Envision|"chedule adjustments, etc. 

The new version of the EnVision Mathematics has been purchased to support increase"
