bn|term|excerpt
K009|Fountas and Pinnell|"reading levels and reading comprehension using the Fountal and Pinnell text leveling system, as this is a good 
indicator"
X439|Read180|"on of block sessions
11. ESL teachers will utilize Read 180 and System 44 to address the needs of ELL and SIFE"
X439|Read180|ng has been utilized to finance the procurement of Read 180 and System 44, both computer-based reading and com
X439|Read180|"ts and 
monitor their progress.

9. Utilization of Read 180 and System 44 for the development of English Langu"
X439|Read180|"ts and monitor their 
progress.
9.  Utilization of Read 180 and System 44 for the development of English Langu"
X439|Read180|"ts and monitor their 
progress.
9.  Utilization of Read 180 and System 44 for the development of English Langu"
X439|Read180|ntent.  Additionally, intermediate ESL follows the Read 180 curriculum, which is content based and Common Core
X439|Read180|"39

new country.  Additionally, the System 44 and Read 180 program are designed to meet the language acquisit"
X439|Read180| ELLs all receive instruction through Scholastic’s Read 180 or System 44 programs.  Both programs are Common C
X439|Read180|"hey need in order access these grade level texts.  Read 180 and System 44 are both research based 
programs th"
X439|Read180|"ated and decided to implement is the System 44 and Read 180 program for beginning and intermediate 
ESL classe"
X439|Read180|"der to enhance classroom content, programs such as Read 180 and 
System 44 are used in the ESL classroom.  At "
X439|Read180|"area classrooms.  
Additonally, both System 44 and Read 180 software has native language support built into th"
X439|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K035|Fountas and Pinnell|"lected the MOSL ELA Pre-assessment as well as the Fountas and Pinnell Reading Assessment to analyze the 
students level"
Q435|Pearson|"Scholastic, CSA, 
Principal’s Leadership Academy, Pearson Education, and many others. These and other partn"
Q435|IDO|"s with picking up programs, metrocards and student ID cards.  With the Coordinator 
present, students ar"
Q435|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q435|EngageNY|"common core.
2. Algebra teachers will be using the Engage NY common core curriculum to ensure their lessons are"
Q435|EngageNY|"fied subgroups
1. Algebra teachers will modify the Engage NY common core curriculum to meet the needs of all st"
Q435|Teacher's College Reading and Writing Project|"

6. Priority/ Focus Funds: Literacy Coach through Teachers College for student reading intervention and Library resou"
Q435|Teacher's College Reading and Writing Project|"
6. Priority/ Focus Funds : Literacy Coach through Teachers College for student reading intervention and Library resou"
Q435|Teacher's College Reading and Writing Project|"r most recent professional development, staff from Teachers College was present.  PD was given 

for the Common Core S"
K753|Summit|ess towards graduation.  (3)The Weekly Attendance Summit is scheduled and all members are held accountable
M322|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
X405|Pearson|"sh in Action, books 1-2
Focus on Grammar, Basic – Pearson Longman, Second edition
Very Easy True Stories – "
X405|Pearson|" Longman, Second edition
Very Easy True Stories – Pearson Longman, Second Edition
Northstar Introductory-Pe"
X405|Pearson|"on Longman, Second Edition
Northstar Introductory-Pearson-Longman,Second Edition

Page 41

In Contact 1-2 "
X405|Pearson|" instruction:
 NorthStar Basic/Low Intermediate – Pearson-Longman, Second Edition
Grammar in Context, 2 –Th"
X405|Pearson|"ess
Great American Short Stories,1 – C.G. Draper, Pearson-Longman
Tales of Mystery and Imagination – Oxford"
X405|Pearson|"struction:
NorthStar High Intermediate/Advanced – Pearson-Longman, Second Edition
Grammar in Context, 3 – T"
X405|Pearson|"on
Great American Short Stories, 2 - C.G. Draper, Pearson-Longman
The House on Mango Street – Random House
"
X405|Rosetta Stone| using technology in the classroom in the form of Rosetta Stone.  In addition to using technology in the classroo
X405|Rosetta Stone|"ool tutoring 

program and work specifically with Rosetta Stone and one-on-one with a teacher to gain proficiency"
X405|Rosetta Stone|"tiveness.  ESL teachers have already begun 
using Rosetta Stone in the Beginner and Intermediate classes and Achi"
X405|Rosetta Stone|"s for 
transitioning Special Education students.  Rosetta Stone allows for students to become accountable for the"
X405|Rosetta Stone|"Oxford Bookworms Library, Oxford University Press
Rosetta Stone – Rosetta Stone Ltd.

Materials used at the Inter"
X405|Rosetta Stone|" Library, Oxford University Press
Rosetta Stone – Rosetta Stone Ltd.

Materials used at the Intermediate level of"
X405|Rosetta Stone|"Oxford Bookworms Library, Oxford University Press
Rosetta Stone – Rosetta Stone Ltd.

Materials used at the Advan"
X405|Rosetta Stone|" Library, Oxford University Press
Rosetta Stone – Rosetta Stone Ltd.

Materials used at the Advanced level of ins"
X405|Rosetta Stone|"d we are currently scheduling another session for Rosetta Stone.

The topics for Lehman’s ESL Professional Develo"
X405|Rosetta Stone|"ting, English in Action Series) will utilize 
the Rosetta Stone software program (Beginner--Advanced language lab"
X405|Rosetta Stone|"boratory/instructional materials 
and software).  Rosetta Stone will provide Professional Development for teacher"
X405|Rosetta Stone|"Peer Support for Content Knowledge Acquisition.  
Rosetta Stone will provide a three-hour Professional Developmen"
X405|Rosetta Stone|" three-hour Professional Development on utilizing Rosetta Stone for the 
Classroom and for Support.  Title III wi"
X405|Rosetta Stone|"upport.  Title III will fund training provided by Rosetta Stone for teachers involved in 
the Title III after sch"
X405|Rosetta Stone|"

TOTAL

54 | P a g e

Conference/workshop fees 

Rosetta Stone Professional 
Development for ESL teachers

Curri"
X405|Rosetta Stone|"Series/English in Action Series/Focus 
on Writing
Rosetta Stone Classroom Version 3 
Annual Fixed License 
100 x "
X363|Pearson|" it is explicit ESL instruction is done utilizing Pearson Longman's Keystone series which we 
chose since i"
X363|Pearson|e Curriculum.   For ESL the pull-out teacher uses Pearson Longman's Cornerstone which is sufficiently align
X363|Pearson|"December for a total of 18hrs.  We will 
be using Pearson Longman's series Side by Side which is an all ski"
X363|iReady|"er, January and May.
Independent reading support.
iReady Common Core 
alignment

 Math AIS periods


Ind"
X363|Rosetta Stone|ecovery and Achieve 3000 titled.  We also provide Rosetta Stone Language Program in our Teachnology Labs and are 
X363|Rosetta Stone|"ation that might not be understood.  We also have Rosetta Stone and Achieve 3000 is 
Spanish so that many of our "
X363|Reading Recovery|"nteractive educational programs such as Lightsail, Reading 
Recovery and Achieve 3000 titled.  We also provide Rosetta "
X363|Fountas and Pinnell|"ge.  This resource is leveled based on 
Lexile and Fountas and Pinell indicators to ensure that each child utilizes mate"
M450|Amplify|"ich the ESL teacher delivers a curriculum meant to amplify 
voabulary, develop language, reinforce, supplemen"
M450|BrainPOP|"heir learning 
through the use of websites such as Brain POP and Flocabulary, visuals, reciprocal teaching, pee"
M450|BrainPOP|"their learning through the use of websites such as Brain POP and Flocabulary, 
visuals, reciprocal teaching, pe"
M450|Cortex|"gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for 
Algebra"
M450|Flocabulary (by nearpod)|"through the use of websites such as Brain POP and Flocabulary, 
visuals, reciprocal teaching, peer tutoring, mo"
M450|Read180|" interactive 
writings, etc.)

 Wilson, Rewards & Read 180 

classes for our most 
struggling readers.  

 B"
M450|Read180|" one-to-one, tutoring, 
etc.)

 Wilson, Rewards & Read 180 

classes of 5-10 students.

 Breakfast study ski"
M450|Read180|"er to address multiple components of 
literacy the Read 180 program has proved to be highly successful. 

In w"
M450|Rosetta Stone|" electives are offered to ELLs? 

18. Through the Rosetta Stone Program students are able to choose from over 25 "
K021|Amplify|"al 
recommendations. We continue to use data from Amplify and other periodic assessments in order to tier o"
K021|Amplify|"ion (review of student  SchoolNet 
Assessment and Amplify scores, data analysis of sub skills and student w"
K021|Go Math!|ll baseline, NYC Baseline Assessment (SchoolNet), Go Math Chapter Test, Rally education, and Ready NY CCLS 
K021|Go Math!|"d Saturday Academy (10 sessions). Resources used: Go Math, Ready NY CCLS, Rally 

Education.

Strategies to"
K021|iReady|"oups if necessary)?
Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|EngageNY|"ysis,  and Annotated NYS 
2013 test questions from Engage NY we continue to share and apply the expectation of "
M108|BrainPOP|"icket to Read, Book Flix and True Flix, Brain POP/ Brain POP 
ESL! iready, MobyMax that will enhance and suppor"
M108|Core Knowledge|"ignment to core curriculum and the application of Core Knowledge.  Staff will be 
informed of Testing Modification"
M108|Core Knowledge|"ignment to core curriculum and the application of Core Knowledge.  Teachers will also 
be informed of Testing Modi"
M108|Go Math!|"grams (ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) CMP3 (6-8) 
come with supplemental resources"
M108|iReady|"view students’ performance on past ITAs 
 Review iReady data reports



View data from F & P levels, Co"
M108|iReady|"

 Conference notes

September 2013-June 2014

iReady data reports for individual students, class and s"
M108|iReady|"train staff on web based data sites like ARIS and iReady, engageNY and assessment Pro data
Instructional L"
M108|iReady|"/activity
Student data is monitored through ARIS, iReady data reports,  interim assessment, student confer"
M108|ReadyGen|"e literacy curricula in the various grade levels: ReadyGen in K-2 and Expeditionary in grades 3-5.  
In anal"
M108|ReadyGen|ounseling, Speech, OT/PT.  Our literacy programs (ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) C
M108|ReadyGen|"ruction for ELLs.  Each of our literacy programs (ReadyGen and 
Expeditionary) comes with supplemental resou"
M108|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M108|EngageNY|"taff on web based data sites like ARIS and iReady, engageNY and assessment Pro data
Instructional Leads will a"
M108|Teacher's College Reading and Writing Project|"sing ECLAS-2, Fountas and Pinnell levels using the TCRWP running records and 
comprehension tools as well "
M108|Fountas and Pinnell|"ut the day through differentiation.  Teachers use Fountas and Pinnell levels to determine a child’s reading level and 
"
M108|Fountas and Pinnell|"ut the day through differentiation.  Teachers use Fountas and Pinnell levels to 
determine a child’s reading level and "
M108|Fountas and Pinnell|"ut the day through differentiation.  Teachers use Fountas and Pinnell 
levels to determine a child’s reading level and "
M108|Acuity|"that are specific to 
the students’ needs through Acuity, and GoMath.  

12. What programs/services for EL"
Q151|Go Math!|"ster Teachers, AIS Staff and ELL Teacher will use Go Math, IB Units and Technology.
2. Classroom Teachers, "
Q151|Go Math!|"ster Teachers, AIS Staff and ELL Teacher will use Go Math, IB Units and Technology.
3. Classroom Teachers, "
Q151|Go Math!|"ster Teachers, AIS Staff and ELL Teacher will use Go Math, IB Units and Technology.
Identify targets to eva"
Q151|Go Math!|"ch and Magnet Specialist – Resources:  Ready Gen, Go Math, Performance 

Level Descriptor (PDL) of the PARC"
Q151|Go Math!|"decided to use the unit tests from 
Ready Gen and Go Math.  
Additionally, based on meetings with the Instr"
Q151|Go Math!|"other students. They use Ready Gen for 
literacy, Go Math for math and the IB inquiry for all other content"
Q151|Go Math!|evel-appropriate language. For math, we are using Go Math, in Science and Social Studies we are using the I
Q151|Go Math!|"content and language 

development.
Ready Gen and Go Math are new programs. Both programs have small compon"
Q151|Go Math!|"ing with the Wilson's  Fundations word study. The Go Math unit tests are reviewed 
every month and reading "
Q151|Go Math!|"ll group guided reading 
program.  We began using Go Math this year. Since these programs are new, we will "
Q151|Go Math!|" in the Journeys Literacy Program

3. Training in Go Math mathematics Program

 4. Mathematical instruction"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences between student classroom 
perform"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences 
between student classroom perform"
Q151|Imagine Learning|"programs are available. We continue to utilize the Imagine 
Learning English licenses that have been purchased for our "
Q151|iReady|"net Baseline Math Assessment, MoSL (Grade 3) and 
iReady Diagnostic to gain a deeper understanding of peda"
Q151|ReadyGen|"o that they become proficient in using the Pearson Ready Gen 
Reading Program which allows students to reach hi"
Q151|ReadyGen|"s teacher works with classroom teachers 
using the Ready Gen Literacy Program. In collaboration with the classr"
Q151|ReadyGen|"rning Standards. 
The Free-Standing model uses the Ready Gen literacy program along with scaffolding strategies"
Q151|ReadyGen|" to support these 
students using ESL methodology. Ready Gen is used for reading in all our Special Education c"
Q151|ReadyGen|are serviced by using the pull-out model using the Ready Gen guided reading program. Our ELLs with special need
Q151|ReadyGen|"he same curricular as all other students. They use Ready Gen for 
literacy, Go Math for math and the IB inquiry"
Q151|ReadyGen|"?   

Across the grades we have been using the new Ready Gen Literacy Program and applying the ELL scaffolding "
Q151|ReadyGen|" have been replaced with, the 
NYCDOE, recommended Ready Gen Literacy Program. 

13. How are ELLs afforded equa"
Q151|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q151|i-Ready|" of an Expanded Learning Time (ELT) program using i-Ready Diagnostic by 
Curriculum Associates, LLC. Within"
Q151|i-Ready|"nostic by 
Curriculum Associates, LLC. Within the i-Ready program there is a component that incorporates in"
Q151|i-Ready|" The results of the NYC Performance Tests (MOSL), i-Ready, NYS ELA 
assessments and TCRWP analysis resulted"
Q151|i-Ready|"oolnet Baseline Math Assessment - December 2013:  i-Ready Diagnostic (Math) - Beginning in September 

2013"
Q151|i-Ready|be instructed in CCLS including PARCC sub-claims, i-Ready, and IB units. These meetings will give the paren
Q151|i-Ready| of an Expanded Learning Time (ELT) program using i-Ready Diagnostic by Curriculum Associates, LLC. Within 
Q151|i-Ready|"gnostic by Curriculum Associates, LLC. Within the i-Ready program 
there is a component that incorporates i"
Q151|i-Ready|" The results of the NYC Performance Tests (MoSL), i-Ready, will target the 
ELL and SWD populations due to "
Q151|i-Ready|" to the differentiated support recommended by the i-Ready diagnostic exam.

3. Teacher self-reflection info"
Q151|i-Ready|"ce 

Level Descriptor (PDL) of the PARCC rubric , i-Ready and Technology

C.

6. The Classroom Teachers, Pa"
Q151|i-Ready|"Title 1
students (supplemental for levels 1
& 2)

i-Ready 

Utilize a multi-modality
/manipulative approach"
Q151|i-Ready|"nt approach to learning
math through exploration

i-Ready
 Utilize a hands on approach to
science explorati"
Q151|i-Ready|"eive focused development with an AIS teacher. The i-Ready and Finsh Line 
programs are being used to suppor"
Q151|Teacher's College Reading and Writing Project|"essment, I Ready, NYS ELA and Math assessments and TCRWP analysis 
resulted in the purchase of decoding an"
Q151|Teacher's College Reading and Writing Project|"Coach, each grade also agreed upon continuing with TCRWP.

During grade conferences with the Administratio"
Q151|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q151|Teacher's College Reading and Writing Project|"ents are 
placed in a class the teacher then uses  TCRWP to monitor reading progress. Students are reasses"
Q151|Teacher's College Reading and Writing Project|"ress. Students are reassessed ever six weeks using TCRWP 
system.  This data shows that ELLs lag behind th"
Q151|Teacher's College Reading and Writing Project|"e. his is done using the data such 

Page 34

as: TCRWP, ELL Periodic Assessment, as well as classroom cu"
Q151|Fundations|"sional development, including training in 
Wilson Fundations. All teachers, including ESL members attend weekl"
X175|Go Math!|"-6 – small group tutoring 
after school – Acuity, Go Math, 
CMP3, teacher-created remedial 
resources

Grad"
K223|IXL|"re determined 
prior to beginning the lessons.  

IXL is incorporated in our after-school Math classes,"
K223|IXL|" well as, in  Math classes meeting on Saturdays.  IXL is a math 

practice website consisting of unlimi"
K223|IXL|"omputer software will be used with our newcomers. IXL will continue to be implemented in our 
after-sch"
K223|IXL|"erature, Making Connections, RIGOR, Achieve 3000, IXL, Rosetta 
Stone, picture books, multi-level novel"
K223|Rosetta Stone|"h language modality. Newcomer ELLs have access to Rosetta Stone, which assesses 
comprehension in speaking, liste"
K223|Rosetta Stone|tudents in the country less than a year are using Rosetta Stone during the school day and after-school.  Newcomme
K223|Rosetta Stone|"onal Goals for 
Older Readers), Achieve 3000, and Rosetta Stone.  These programs are used during the school day, "
K223|Rosetta Stone|"omprehension, vocabulary, and writing.  And, the 
Rosetta Stone language learning computer software will be used "
K223|Rosetta Stone|"wo programs. These programs are 
Achieve 3000 and Rosetta Stone.  These programs have been implemented to provide"
K223|Rosetta Stone|00 has a Spanish and Haitian Creole component and Rosetta Stone supports our Arabic, Chinese, Polish, Russian, an
K223|Rosetta Stone|"m 9:00 a.m. to 12:00 p.m.  We are currently using Rosetta Stone and a program titled Side by 
Side Plus.  These p"
K223|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|Go Math!|"al resources used by the school such as ReadyGen, Go Math, Aussie Units of Study, and Measures of Student 
"
X161|Go Math!|" our new literacy and math programs (Ready 
Gen , Go Math), which includes reading, writing, listening, spe"
X161|Go Math!|"opment consultants.  Resources include: ReadyGen, Go Math, Aussie Units of Study, 
Measures of Student Lear"
X161|Go Math!|"e will continue professional development with the Go Math and Ready Gen curriculums which are 
comprehensiv"
X161|Imagine Learning|"ELA/MATH Prep Academy. 
Students will utilize the Imagine Learning internet based program which provides targeted fi"
X161|Imagine Learning|"t/second grade bilingual special education class.
Imagine Learning software was purchased in the 2009-2010 school ye"
X161|ReadyGen|nstructional resources used by the school such as ReadyGen, Go Math, Aussie Units of Study, and Measures of 
X161|ReadyGen|"onal Development consultants.  Resources include: ReadyGen, Go Math, Aussie Units of Study, 
Measures of Stu"
X161|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|Reading Rescue|"ntervention 
for Reading and Math, as well as for Reading Rescue students. The Principal and Assistant Principals "
X161|Reading Rescue|"ntervention for 
Reading and Math, as well as for Reading Rescue students. The Principal and Assistant Principals "
X161|Reading Rescue|"                                                 
Reading Rescue is provided for a total 
time of 150 minutes on a"
X161|Reading Rescue|"mined 
by progress monitoring 
assessments.  

2. Reading Rescue is a reading 

intervention for struggling 
reade"
X161|Reading Rescue|"ndations, Wilson, Estrellita, Fountas 
& Pinnell, Reading Rescue, I-Ready, etc.

Use of Program Resources
Describe"
X161|Reading Rescue|"sure that expectations are met.  In addition, the Reading Rescue program, an early one on one tutoring 
program wi"
X161|Fountas and Pinnell|"s use a variety of assessments such as Acuity and Fountas and Pinnell benchmarks to plan targeted, small 
group instruc"
X161|Fountas and Pinnell|" mid-lines and end of 
the year writing products, Fountas and Pinnell running records).
List the key elements and other"
X161|Fountas and Pinnell|", mid-lines and end of the year writing products, Fountas and Pinnell reading /running records)(SOP 2.2., 2.5)

12

Ac"
X161|Fountas and Pinnell|"available to support your response.  
PS.161 uses Fountas and Pinnell in grades K-5 to assess the english componeent of"
X161|Acuity|". 

Teachers use a variety of assessments such as Acuity and Fountas and Pinnell benchmarks to plan target"
Q145|EL Education|"ool Funding will be utilized to order CCLS aligned Expeditionary Learning Units
3. A mandated, built-in PD period as part o"
Q145|EL Education|"ered and implemented the DOE approved CCLS aligned Expeditionary Learning program in ELA and CMP3 in 

2. Developed CCLS al"
Q145|EL Education|anish Native Language Arts teachers mirror the ELA Expeditionary Learning Curriculum to write their units. They put togethe
M134|Amplify|"at encompass the needs of identified subgroups
1. Amplify Instructional Leadership: Conduct Initial, Mid-ye"
M134|Amplify|"urces used to implement each strategy/activity
1. Amplify Instructional Leadership: Principal, assistant pr"
M134|Amplify|"lanning: Principal and assistant principal.
3.
1. Amplify Instructional Leadership: Monthly and semester ch"
M134|Amplify|"n and completion including start and end dates
1. Amplify Instructional Leadership: New teacher mentor teac"
M134|Amplify|"o support each instructional strategy/activity
1. Amplify Instructional Leadership: Two common prep periods"
M134|Core Knowledge|familiarize themselves with the components of the Core Knowledge and Expeditionary programs and how to align the l
M134|EL Education|"m materials and resources from Core 
Knolwedge and Expeditionary Learning; professional development opportunities through A"
M134|EL Education|"age Arts curriculum – Core 
Knowledge Learning and Expeditionary Learning on a monthly basis with grade experts turn-keying"
M134|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M134|Teacher's College Reading and Writing Project|"to support your response.  
 P.S. 134 utilizes the Teachers College Reading and Writing Project’s reading assessments "
M134|Teacher's College Reading and Writing Project|"vels L-Z, assessment materials are provided by the Teachers College Reading and Writing 
Project. The data indicate th"
K545|Rosetta Stone|"l as 
mandated.

b. Newcomers  are supported with Rosetta Stone. The school ordered this program, and is using it"
K545|Rosetta Stone|s-SWDs are suported by computer-assisted program (Rosetta Stone)  This program assists students who have oral lan
K545|Rosetta Stone|"nt area teachers.  Literacy interventions include Rosetta Stone  and leveled 
texts for SIFE students. 12th grade"
K545|Rosetta Stone|"ge materials; 

list ELL subgroups if necessary)?
Rosetta Stone and Dragon Speaking are two new computer-based re"
K545|Rosetta Stone|n, leveled, texts are available and utilized. The Rosetta Stone program adjusts to the individual level of every,
Q192|Read180|"f Materials:  The Early Bird Literacy program uses Read 180 which utilizes the student's ability to 
read leve"
M685|Read180|"gents pass rates and NYSESLAT scores. We will 
use Read 180 to help with literacy as appropriate.

Part C: Pro"
M685|Fountas and Pinnell|he ESL program has used a variety of tools, mostly fountas and Pinnell to determine literacy levels.  The program also as
K586|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K586|Acuity|"  They may 
also receive some test preparation for acuity testing to habituate them to the US model of testi"
Q186|Harcourt Science|"gram is used in 
the teaching of mathematics.  The Harcourt science series is used in grades 3-5 while all students in"
Q186|i-Ready|"and reading progress. Student 

6.

data from the i-Ready Program will be monitored by classroom teachers a"
Q186|Reading Recovery|"cting cycles of intervention throughout the year; Reading Recovery 

teacher will also have small group guided readi"
Q186|Reading Recovery|"le Trinchese, Laura Rivera and Melissa Polanco
7. Reading Recovery Teacher: Melissa Polanco 
8.
9. F-Status Teacher:"
Q186|Reading Recovery|" Social Worker, etc.)

1. Fundations  & Wilson
2. Reading Recovery 
3. Guided Reading
4. Sounds in Motion
5. Castlew"
Q186|Reading Recovery|"nue to improve our newer programs such as LLI and Reading Recovery.

12. What programs/services for ELLs will be dis"
Q186|Teacher's College Reading and Writing Project|" or by making at least one 
year’s progress on the Teachers College Reading & Writing Project (TCRWP) Benchmarks for P"
Q186|Teacher's College Reading and Writing Project|"d teachers will participate in 40 calendar days at Teachers College during the school year. 

2.
3. Three teachers wil"
Q186|Teacher's College Reading and Writing Project|"r coverage for teachers to attend calendar days at Teachers College and for in-

house substitute coverage when staff "
Q186|Teacher's College Reading and Writing Project|by increasing from level 1 to 2 as measured by the Teachers College Reading & Writing Project’s rubrics for opinion wr
Q186|Teacher's College Reading and Writing Project|by increasing from level 1 to 2 as measured by the Teachers College Reading & Writing Project’s rubrics for opinion wr
Q186|Teacher's College Reading and Writing Project|"d teachers will participate in 40 calendar days at Teachers College during the school year. 

3.
4. Three teachers wil"
Q186|Teacher's College Reading and Writing Project|"een created for teachers to use as a resource. The Teachers College Units of 
Study in Writing were purchased for ever"
Q186|Teacher's College Reading and Writing Project|"r coverage for teachers to attend calendar days at Teachers College and for in-

house substitute coverage when staff "
Q186|Teacher's College Reading and Writing Project|"he literacy assessments used in Grades K-5 are the Teachers College Reading and Writing Assessments.  The data 
gives "
Q186|Teacher's College Reading and Writing Project|"ge Reading tests.  However, we do gather data from Teachers College Reading and
 Writing Assessments.

5. Describe how"
Q186|Teacher's College Reading and Writing Project|"luding non-ELL 

teachers) as per Jose P.
     Our Teachers College Reading and Writing Project staff developers will "
Q186|Teacher's College Reading and Writing Project|"rk and citywide
profesional development as well as Teachers College Reading and Writing calendar days as needed throug"
Q186|Teacher's College Reading and Writing Project|"n a pace to make a year’s worth of progress on the TCRWP Reading Level Rubric.
3. By March 30, 2014 75% of"
Q186|Teacher's College Reading and Writing Project|"n a pace to make a year’s worth of progress on the TCRWP Reading Level Rubric. 
4. By June 1, 2014, 80% of"
Q186|Teacher's College Reading and Writing Project|"udents will make a year’s worth of progress on the TCRWP Reading Level Rubric.
D. Timeline for implementat"
Q186|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q186|Leveled Literacy Intervention|"ase 
the Gold Level guided reading books from the Leveled Literacy Intervention series developed by Fountas & Pinnell. (FSF; TL A"
Q186|Fundations|"n/pull-out programs, Castlewood Prep classes, and Fundations/Wilson classes.  
Our programs provide rigorous a"
Q186|Fundations|"n/pull out programs, Castlewood Prep classes, and Fundations/Wilson classes.  
Due to our small population of "
Q019|EL Education|" meeting the standards

5. Fourth grade will pilot Expeditionary Learning units for their 1st and 2nd modules.   
6. A lite"
Q019|Go Math!|"nning Teams for development of Curriculum Maps
5. Go Math program
Strategies to Increase Parental Involveme"
Q019|Go Math!|" school day

13

Mathematics

Intervention using Go Math Grab-n-
Go resources for students not 
meeting st"
Q019|Go Math!|"ay: Read, Write, Edit and Listen

Mathmatics:
The Go Math! program includes many activities for language su"
Q019|Imagine Learning|"program from All Kinds of Minds.
Imagine Learning
Imagine Learning English is a K-5 
computer-based instructional 
p"
Q019|Imagine Learning|"programs such as RAZ Kids, Fundations, LEAP Frog, Imagine Learning and Leap Track which are among some of 

material"
Q019|ReadyGen|"
Due to the transition in curriculum materials to ReadyGen,  which are common core aligned,  TC units will n"
Q019|Rosetta Stone|"r use on the Spanish 
math instruction days.  The Rosetta Stone Language Learning program is available to all Dua"
Q019|Summit|"enior 
ELL Compliance and Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q019|Fundations|"chnology 
that support programs such as RAZ Kids, Fundations, LEAP Frog, Imagine Learning and Leap Track which"
Q019|Fountas and Pinnell|"neys, Leveled Books, Sing, 
Spell, Read and Write, Fountas and 
Pinnell Phonics, Peoples’ Common 
Core

12. RTI – Tier II
"
K419|Rosetta Stone|"their adolescents.  Also, additional licenses for Rosetta Stone will be purchased as well as 
supporting material"
K419|Rosetta Stone|" (A), 
High Point (A) and English Discoveries and Rosetta Stone computer software are used.  Students are also re"
K419|Rosetta Stone|"r years that their child will be in high school.  Rosetta Stone (Levels I, II, and 
II) and English Discoveries w"
