bn|term|excerpt
X377|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X377|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

Eng"
X377|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K753|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K753|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

Our"
K753|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M322|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M322|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

The"
M322|myON|" ELA department, including TCRWP running 
records, MyON lexile testing and assessment of writing against a"
M322|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M322|Teacher's College Reading and Writing Project|"ogress. 
In literacy, Wilson assessment (ongoing), TCRWP running records and school-wide DRP assessments. "
M322|Teacher's College Reading and Writing Project|"on-fiction texts in Newsela. NLA will 
support our TCRWP ELA curriculum, helping students to master grade-"
M322|Teacher's College Reading and Writing Project|"g., EL SOL, Estrellita, Fountas and 
Pinnell, DRA, TCRWP, teacher-created assessments). What insights does"
M322|Teacher's College Reading and Writing Project|"nced group receiving instruction according 
to the TCRWP model (with ENL support). Beginner and intermedia"
M322|Teacher's College Reading and Writing Project|"pport). Beginner and intermediate students receive TCRWP-based Reader’s and Writer’s Workshop 
instruction"
M322|Teacher's College Reading and Writing Project|"cy block.  Students receive instruction using 
the TCRWP Readers and Writers Workshop curriculum, adapted "
M322|Teacher's College Reading and Writing Project|ing professional development and coaching from our TCRWP consultant, literacy coach and ELLs coordinator i
M322|Teacher's College Reading and Writing Project|"nd ELLs coordinator in 
appropriately adapting the TCRWP workshops to effectively meet the instructional n"
M322|Teacher's College Reading and Writing Project|language program receive ELA instruction using the TCRWP Readers and Writers Workshop curriculum, adapted 
M322|Teacher's College Reading and Writing Project|"ments coordinated by the ELA department, including TCRWP running 
records, MyON lexile testing and assessm"
M322|Teacher's College Reading and Writing Project|" writing against a school wide rubric based on the TCRWP 
narrative/argument/information writing. 

6.  Ho"
M322|Teacher's College Reading and Writing Project|"ve a daily triple period literacy block, using the TCRWP 
Reader’s and Writer’s workshops to ensure conten"
M322|Teacher's College Reading and Writing Project|"s, leveraging RTI and the conferring aspect of the TCRWP curriculum to 
provide students individualized fe"
X405|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X405|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

The"
X405|Mathletics |"clude specialized support for families, 
arts  and  athletics  services  for  parents,  services  for  parents  f"
X405|REWARDS|"f sessions throughout the year, targeted on using REWARDS 
successfully with students.  This is offered thr"
X405|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X405|Envision|"skills, habits, and behaviors. 

 

 

What do you envision the delivery of instruction to look like so that a"
X405|Envision|"yles and needs of our students. 

 

 

How do you envision teachers using multiple entry points to ensure the"
X405|Envision|"y unstructured collaboration. 

 

 
 

How do you envision collaboration amongst your School Instructional Ca"
X405|Envision|"                    

 

 

 23 

 
 

How do you envision collaboration within teacher teams to improve teac"
X405|Envision|"tor and learn from one another. 

 

 

How do you envision collaboration across teacher teams to improve teac"
X363|Pearson|" it is explicit ENL instruction is done utilizing Pearson Longman's Keystone series which we chose 
since i"
X363|Pearson|" Curriculum.   For ESL 
the pull-out teacher uses Pearson Longman's Keystone which is sufficiently aligned "
X363|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X363|IDO|"tings, via email, etc.) 
 

T&I Brochure, Language ID Guide, Staff Meetings, EMAIL 
 

 
 
 
Part E: Pro"
X363|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

The ap"
X363|Khan Academy|"ocus 
on reading 
comprehension) 
 
Lightsail.  

Khan Academy.  

(Programs and 
activities will focus 
on read"
X363|Khan Academy|"ghtsail.  

2. Below grade level 
on DRP exam.  

Khan Academy.  

3. Below a 2.5 on NYS 
exam . 
 

At risk ser"
X363|Read180|"ted Lightsail reading program for ENL students and Read 180 for TBE students in classes 
601,701 and 801.  We "
X363|Rosetta Stone|"our Technology Lab and practice English using the Rosetta Stone system and we have found it very 
beneficial and "
X363|Rosetta Stone|"nsion in the 2015-2016 school year.  We also have Rosetta Stone available in the technology lab 
for newcomer stu"
X363|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X363|Teacher's College Reading and Writing Project|"ting. Select staff members are currently attending Teacher’s College Writing Institute 
in order to effectively impleme"
X363|Teacher's College Reading and Writing Project|"g Time. In English Language Arts specifically, the Teacher’s College Writing 
Curriculum will be imbedded into the curr"
X363|Teacher's College Reading and Writing Project|"g Time. In English Language Arts specifically, the Teacher’s College Writing 
Curriculum will be imbedded into the curr"
X363|Teacher's College Reading and Writing Project|"tandards.  All teachers of ELLs have also attended Teachers College Writing Workshops to incorporate 
this into our EL"
X363|Fountas and Pinnell|"                         95 

based on Lexile and Fountas and Pinell indicators to ensure that each child has access tp"
X363|Envision|"                  16 

 

 

 

 

 

What do you envision the delivery of instruction to look like so that a"
X363|Envision|"de level and content meetings.  

 

 

How do you envision teachers using multiple entry points to ensure the"
X363|Envision|"curricula in all subjects.  
 

 

 
 

How do you envision collaboration amongst your School Instructional Ca"
X363|Envision|"ekly formative assessment data. 

 

 

How do you envision collaboration within teacher teams to improve teac"
X363|Envision|"rent curricula in all subjects. 

 

 

How do you envision collaboration across teacher teams to improve teac"
M450|BrainPOP|"ams such as Wilson, 
Rewards, and websites such as Brain POP and Flocabulary, visuals, reciprocal teaching, pee"
M450|Cortex|"h (series) by Perfect Learning; 
Claudia Christina Cortez (series) from Stone Arch; The Max Axiom (Science s"
M450|Cortex|gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for Algebra,
M450|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M450|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

As sta"
M450|NewsEla|"-the students must be doing the work)make time for Newsela in their classroom/curriculum. 

 

The curriculum"
M450|Read180|"der to address multiple components of literacy the Read 180 program 
has proved to be highly successful.  
  
"
M450|Rosetta Stone|"age electives are offered to ELLs?  

Through the Rosetta Stone Program students are able to choose from over 25 "
M450|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K021|Amplify|"sed his/her level of proficiency in ELA based on 
Amplify assessment data, NYSITELL and/or NYSESLAT scores."
K021|Amplify|"ion (review of student  SchoolNet 
Assessment and Amplify scores, data analysis of sub skills and student w"
K021|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K021|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

In accord"
K021|iReady|"oups if necessary. 
Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|Jump Math|"ltants (Data 4 Teams, AMCE Clinical Psychologist, Jump Math, NYU 
Technical Assistance Facilitator, FCS Profe"
K021|ReadyGen|"found in the Journeys (Gr. 3), 
Reading Street and Ready Gen programs (Gr. 4-5). Scaffolding of 
Depth of Knowl"
K021|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K021|Reading Street|", Houghton Mifflin Journey's 
Text in Grades K-3, Reading Street lessons from achievethecore.org Grades 4-5. Data "
X388|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X388|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

 
 "
X388|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M108|BrainPOP|" such as iReady Reading and Math, Book, Brain POP/ Brain POP ESL! that will 
enhance and support our ELLs and t"
M108|Core Knowledge|"ignment to core curriculum and the application of Core Knowledge.  Staff will be informed of Testing 
Modification"
M108|Go Math!|"rams 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) CMP3 (6-8) come with supplemental resources "
M108|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
M108|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

PS "
M108|ReadyGen|e literacy curricula in the various grade levels: ReadyGen in K-2 and Expeditionary in grades 3-8.  In analy
M108|ReadyGen|"unseling, Speech, OT/PT.  Our literacy programs 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) C"
M108|ReadyGen|"ruction for ELLs.  Each of our literacy programs (ReadyGen and Expeditionary) 
comes with supplemental resou"
M108|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
M108|Teacher's College Reading and Writing Project|"ills by using Fountas and Pinnell levels using the TCRWP running records and comprehension 
tools as well "
M108|Fountas and Pinnell|fically, we assess their literacy skills by using Fountas and Pinnell levels using the TCRWP running records and compre
M108|Fountas and Pinnell|"guage program, we would allow our students to use Fountas and Pinnell in 
their native language, we would administer as"
M108|Fountas and Pinnell|"t the day 
through differentiation.  Teachers use Fountas and Pinnell levels to determine a child’s reading level and h"
M108|Fountas and Pinnell|"t the day through differentiation.  Teachers use 
Fountas and Pinnell levels to determine a child’s reading level and h"
R470|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
R470|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

Con"
R470|Read180|" in 
ELA 
 
2) Interactive 
reading 
programs: 
a) Read 180 
 
3) 
Remediation 
Work 
Through 
iLearn 
Foundat"
R470|Read180|"tive data available to support your response.   
- Read 180 assessment test  
- NYC DOE Perfrormance Assessmen"
R470|Schoology|"reviewing the 
students’ writing. The school uses Schoology as their online student progress monitoring syste"
R470|Schoology|"rovide instant feedback. Students are able to use Schoology to respond to 
the teacher and to provide feedbac"
R470|Schoology|"ology and an increase in new teaching 
resources (Schoology, TenMarks, Barrons Online, etc.). Data 
reports f"
R470|Schoology|" to increase the 
registration for and the use of Schoology to monitor their child’s 
performance. Staff will"
R470|Schoology|". Staff will check if parents are registered for 
Schoology whenever they are contacting the parent and urge "
R470|Schoology|"will be monitored through 
anecdotal logs kept on Schoology updated by all staff members. 

Administration wi"
R470|Schoology|"ades, and statistics from new technology sources (Schoology, TenMarks, Barrons Online).  

 

 
4c. “Conceptu"
R470|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q151|Go Math!|"                                 
-   Training in Go Math mathematics 
Program                             "
Q151|Go Math!|"ther students. They use Journey's for literacy, 

Go Math for math and the IB inquiry for all other content"
Q151|Go Math!|evel-appropriate language. For math, we are using Go Math, in Science and Social Studies we are using the I
Q151|Go Math!|"ontent and language 

development. 
Journey's and Go Math are new programs. Both programs have small compon"
Q151|Go Math!|"ing with the Wilson's  Fundations word study. The Go Math unit tests are reviewed every month and reading 
"
Q151|Go Math!|"he 
Houghton-Mifflin JOURNEYS Reading Program and Go Math. This allows students to reach high standards in "
Q151|Go Math!|"ions 
     *  ELL strategies within Journey's and Go Math 
     *  NYC/NYS Mandates 
4. Schoolwide teacher "
Q151|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
Q151|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

A s"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences between student classroom 
perform"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any 
differences between student classroom perform"
Q151|Sanford Harmony|".  

 

Sanford Harmony Program 

The goal of the Sanford Harmony Program (SHP) is to incorporate specialized teach"
Q151|Sanford Harmony|"m and pedagogical practices. With the use of 
The Sanford Harmony Program (SHP) teachers are provided with a set of"
Q151|Sanford Harmony|"e 4 & 5 students will actively participate in the Sanford Harmony Program to further 
develop communication and emp"
Q151|Sanford Harmony|"es, schedule adjustments, etc. 
A liaison between Sanford Harmony and the school, provides training materials and o"
Q151|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
Q151|i-Ready|" assessments  given 

throughout the year (TCRWP, i-Ready) also indicate the same results. The only availab"
Q151|Teacher's College Reading and Writing Project|"English 
Language Arts (ELA) and Math assessments. Teachers College Reading Writing Project (TCRWP) running records an"
Q151|Teacher's College Reading and Writing Project|"ll achieve an individual reading level of M as per Teachers College Reading 
Writing Project (TCRWP). 

 

2016-17 CEP"
Q151|Teacher's College Reading and Writing Project|"g., EL SOL, Estrellita, Fountas and 
Pinnell, DRA, TCRWP, teacher-created assessments). What insights does"
Q151|Teacher's College Reading and Writing Project|udents are placed in a class the teacher then uses TCRWP to monitor reading progress.  Students are reasse
Q151|Teacher's College Reading and Writing Project|"ss.  Students are reassessed ever six weeks 
using TCRWP system.  This data shows that ELLs lag behind the"
Q151|Teacher's College Reading and Writing Project|"onable time. This is done using the 
data such as: TCRWP, ELL Periodic Assessment, as well as classroom cu"
Q151|Teacher's College Reading and Writing Project|" the students on NYS tests in the upper grades and TCRWP assessments in the 
all grades. Following thess a"
Q151|Fundations|"sional development, 
including training in Wilson Fundations.  They also have monthly professional meetings wi"
X175|Go Math!|"al alignment of ELA and social studies curriculum; GoMath used 
K-8 (along with CMP3 in grades 6-8); uniform"
X175|Go Math!|"small class size; 
remedial resources 
culled from GoMath 
and CMP3; 
 
K-8 – small class size; 
small-group"
X175|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X175|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

All"
X175|IDO|"nguage Access in 
the home langauge.  The Language ID Guide  is at the security desk and in the main off"
X175|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
K223|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
K223|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

 

   "
K223|IXL|"ng strategies to help at risk students 

● Use of IXL to assist students in understanding concepts 

● "
K223|IXL|"ory 

● New York Historical Association  

● Math IXL.com 

● Newsela.com 

●  Engageny.org 

● Brookly"
K223|IXL|"newsela.com 

MobyMax 

use of ipads/laptops 

  
IXL 

use of manipulatives 
to teach concepts 

use o"
K223|IXL|"p.m. to 4:20 p.m.  A math practice website called IXL will be incorporated 
in this after-school math c"
K223|IXL|"e incorporated 
in this after-school math class.  IXL consist of unlimited questions in hundreds of mat"
K223|IXL|"ool provides Achieve 3000, Reading Horizons, and 
IXL. Our ELL-SWDs attend extended day, and are enroll"
K223|IXL|"t match the student’s literacy level. 
           IXL is incorporated in our after-school Math classes,"
K223|IXL|" well as, in  Math classes meeting on Saturdays.  IXL is a math practice 
website consisting of unlimit"
K223|IXL|stones, Voices In Literature, Making Connections, IXL, Rosetta Stone, picture books, multi-level novels
K223|Rosetta Stone|"h language modality. Newcomer ELLs have access to Rosetta Stone, which assesses comprehension in 
speaking, liste"
K223|Rosetta Stone|"s, Voices In Literature, Making Connections, IXL, Rosetta Stone, picture books, multi-level novels, 
graphic nove"
K223|Rosetta Stone|"mbers on Friday afternoons We are currently using Rosetta Stone and a program titled Side by Side Plus.  These 
p"
K223|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|IDO|"rpretation service.  (e.g., T&I Brochure, Language ID Guide, Language Palm 
Card distributed at staff me"
X161|IDO|"s 
  Parents’ Guide to Language Access 
  Language ID Guide at security desk and main office 

 

Throug"
X161|Imagine Learning|" allowed for direct instruction in 
programs like Imagine Learning and Language Power.  These two programs have targ"
X161|Imagine Learning|"plimental 
technology component, a program called Imagine Learning is used for more individual targeted instruction."
X161|Imagine Learning|", and ELA/MATH academy. Students will utilize the Imagine Learning internet based 
program which provides targeted f"
X161|Imagine Learning|"ELA/MATH Prep Academy. Students will utilize the 
Imagine Learning internet based program which provides targeted fi"
X161|Imagine Learning|"erging, Transitioning, Expanding and Commanding.  Imagine Learning is a source of 
technological intervention where "
X161|Imagine Learning|"second grade bilingual special education 
class. 
Imagine Learning is a technology software that focuses on basic vo"
X161|ReadyGen|" all students. The Principal 
provided an array of Ready Gen Curriculum Maps along with units of study, lesson "
X161|ReadyGen|"rous instruction in the four language domains. Our Ready Gen program 
along with supplimental spanish leveled r"
X161|Rosetta Stone|"ht, Literacy Day, Health and Wellness Fair, ESL / Rosetta Stone Computer classes and Trips to various city 
Museu"
X161|Rosetta Stone|heir own education along with ENL classes via the Rosetta Stone Program. School letters, flyers and calendars sen
X161|Rosetta Stone|"ork, among 
others.  Furthermore, we also provide Rosetta Stone access, ESL and computer classes for parents.  Pa"
X161|Summit|"enior ELL Compliance and 
Performance Specialist.  Submit this form to your Senior ELL Compliance and Perfor"
X161|EngageNY|", curricular resources as well as the resources of Engage NY to 
support the development of tasks and baseline "
X161|Generation Ready|"ctively. The instructional partners of PS 161 are: Generation 
Ready coaches which provide support for literacy and mat"
X161|Reading Rescue|"social 
emotional well being of the students. The Reading Rescue Program is unique as the lead educators are train"
X161|Reading Rescue|"with special needs. Additional programs including Reading Rescue, READ Alliance, 
TITLE III and ELA / Math Academy"
X161|Reading Rescue|"for reading and math, as well 
as for First-Grade Reading Rescue and READ Alliance students. 

 

 
 
 
 

Activit"
X161|Reading Rescue|"O MATH, National Training Network,READ Alliance, 
Reading Rescue, New Teacher Center Mentor PD sessions ,etc.. Mon"
X161|Reading Rescue|"ndations, Wilson, Estrellita, 
Fountas & Pinnell, Reading Rescue, I-Ready, etc.  
 

 
4c. “Conceptual” Consolidat"
X161|Reading Rescue|"n we offer Math RTI for 35 minutes per day.   Our Reading Rescue 
program provides intervention to struggling read"
X161|Reading Rescue|sure that expectations are met.  In addition, the Reading Rescue program, an early one on one tutoring program wil
X161|Teacher's College Reading and Writing Project|" 
school year 2016-17 our school will be using the Teachers College Reading and Writing Units to strengthened, grades "
X161|Teacher's College Reading and Writing Project|"n through guided 
reading and writing units by the Teachers College Reading and Writing project. Delivering instructio"
X161|Teacher's College Reading and Writing Project|"ssments, and instructional resources (Specifically Teachers College Readers and Writing Project Units, National 
Train"
X161|Teacher's College Reading and Writing Project|"us sources such as: Our District, 
DOE ELL Office, Teachers College Readers and Writers Project,GO MATH, National Trai"
X161|Fountas and Pinnell|"their native language.  The Spanish version of the Fontas and Pinnell as well as a 
diagnostic and progress monitoring t"
X161|Fountas and Pinnell|m provides intervention to struggling readers with Fontas and Pinnell levels A-L.  For approximately  35 minutes per day
Q145|EL Education|"aterials are used to teach the following subjects: Expeditionary Learning Curriculum for ELA, Connected Math 
Program for M"
Q145|EL Education|anish Native Language Arts teachers mirror the ELA Expeditionary Learning Curriculum to write their units. They put togethe
