bn|term|excerpt
X363|iReady|"easure that is used to assess progress. 
Advance, iReady Diagnostics 

 

Part 6c. In February 2019, revie"
X363|Khan Academy|"my-On 

2. Below grade level 
on I-Ready exam.  

Khan Academy 

3. Below a 2.5 
onNYSexam. 

 

(Programs and 
"
X363|Rosetta Stone|"our Technology Lab and practice English using the Rosetta Stone system and we have found it very 
beneficial and "
X363|Rosetta Stone|"of targeting reading comprehension.  We also have Rosetta Stone available in the 
technology lab for newcomer stu"
X363|Teacher's College Reading and Writing Project|"tandards.  All teachers of ELLs have also attended Teachers College Writing Workshops to 
incorporate this into our EL"
X363|Envision|"lgebra and US History 

 

 

 

 

 

What do you envision the delivery of instruction to look like so that a"
X363|Envision|" understanding by the teacher.  

 

 

How do you envision teachers using multiple entry points to ensure the"
X363|Envision|"e conducted in the 
building. 

 

 
 

How do you envision collaboration amongst your School Instructional Ca"
X363|Envision|"ed on these school wide goals.  

 

 

How do you envision collaboration within teacher teams to improve teac"
X363|Envision|"e with our Instructional Focus. 

 

 

How do you envision collaboration across teacher teams to improve teac"
M450|Amplify|"Students are supported with a 
curriculum meant to amplify voabulary, develop language, reinforce, supplement"
M450|BrainPOP|"ams such as Wilson, Rewards, 
and websites such as Brain POP and Flocabulary, visuals, reciprocal teaching, pee"
M450|Cortex|"gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for 
Algebra"
M450|NewsEla|"-the students must be doing the work)make time for Newsela in their classroom/curriculum. 

The curriculum ai"
M450|Read180|"er to address 
multiple components of literacy the Read 180 program has proved to be highly successful.  
  
I"
M450|Rosetta Stone|"ur instructional 
materials along with the use of Rosetta Stone in order to also immerse students in every day En"
M450|Rosetta Stone|"age electives are offered to ELLs?  

Through the Rosetta Stone Program students are able to choose from over 25 "
M450|Teacher's College Reading and Writing Project|" on students' early literacy skills as well as the Teachers College Reading & Writing leveling 
program.  The data for"
M450|Teacher's College Reading and Writing Project|" be provided in 
QTEL strategies, Wilson, Rewards, Teachers College Readers & Writers Workshop,  Read 180, and Multi-S"
M450|Teacher's College Reading and Writing Project|" be provided in 
QTEL strategies, Wilson, Rewards, Teachers College Readers & Writers Workshop,  Read 180, and Multi-S"
M450|Teacher's College Reading and Writing Project|"ess and provide QTEL strategies, 
Wilson, Rewards, Teachers College Readers & Writers Workshop,  Read 180, and Multi-S"
K021|Amplify|"orth Professional Learning Series, Think Central, Amplify Education UFT Contractual Trainee dates, Jump 
Ma"
K021|Amplify|"uctional planning for your ELLs? 
Our school uses Amplify, running records from Learning A-Z, and benchmark"
K021|Amplify|"sed his/her level of 
proficiency in ELA based on Amplify assessment data, NYSITELL and/or NYSESLAT scores."
K021|Amplify|"ion (review of 
student  SchoolNet Assessment and Amplify scores, data analysis of sub skills and student w"
K021|iReady|"ring common planning sessions  

Teachers analyze iReady bi-weekly data reports  

Grade Teams (k-2) work "
K021|iReady|"niversal Literacy Coach and classroom libraries, 
iReady technology tool, NYC Performance Series,Amplify a"
K021|iReady|" Performance Tasks in reading and math, Ready NY, iReady math 
across grade levels 1-5 to assess individua"
K021|iReady|"s progress. 
Journeys benchmarks 

NY Ready ELA 

iReady online math 

Teacher created assessments 

 

 
"
K021|iReady|"nts use role playing, 
video and Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|iReady|"oups if necessary. 
Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|iReady|"tional) are met?   
Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|Jump Math|" 

Tech provider, 
teachers, 
paraprofessionals, 
Jump Math team 
consultant, Algebra 
For All Team leads 

 "
K021|Jump Math|"l fluency and number sense, teachers 
incorporate Jump Math program into the 75 minute block 4 
times weekly."
K021|Jump Math|"K-2, Teacher's College Writing Project, Go Math, 
Jump Math Resources, and weekly common- planning time 

 
P"
K021|Jump Math|"ltants (Data 4 Teams, AMCE Clinical Psychologist, Jump Math, NYU 
Technical Assistance Facilitator, FCS Profe"
K021|ReadyGen|"
found in the Journeys (Gr. 3), Reading Street and Ready Gen 
programs (Gr. 4-5). Scaffolding of Depth of Knowl"
K021|Algebra for All|" for writing. social studies/social justice, math- Algebra For All Cohort 2, and science. 
Students in Grades K-5 rec"
K021|Algebra for All|" ,Teachers 
College Writing Project, Jump Math and Algebra For All in mathematics, and the professional learning focu"
K021|Algebra for All|"l to strengthen 
mathematical thinking through the Algebra For All project 

Teachers analyze observation checklists,"
K021|Reading Street|"Mifflin Journey's Text in 
Grades K-3, Ready Gen, Reading Street and novels Grades 4-5. Universal Literacy Coach a"
X388|IDO|"well as the Parent 
Coordinator's office. Language ID Guides are made available in the main office and a"
X388|Fountas and Pinnell|"umeracy (teacher-created assessment), as well 
as Fountas and Pinnell. These assessments are all used to determine stud"
X388|Fountas and Pinnell|"umeracy 
(teacher-created assessment), as well as Fountas and Pinnell. These assessments are all used to determine stud"
Q384|Teacher's College Reading and Writing Project|"riting across grade levels. Our partnership with 
Teacher's College Reading and Writing Project Consultants, as 
well"
Q384|Leveled Literacy Intervention|"tive writings, 
etc.) 

Guided Reading 
Fundations Leveled 
Literacy Intervention 

Method for delivery 
of service (e.g. small 
gro"
Q384|Fountas and Pinnell|"-January 2019, students will be assessed with the Fountas and Pinnell Reading Level Benchmark Assessment, in 
which 80%"
Q384|Fountas and Pinnell|"ment of measure that is used to assess progress. 
Fountas and Pinnell Reading Level Benchmark Assessment.  

 

Part 5c"
Q384|Fountas and Pinnell|"
Assessments including: foundational assessments, Fountas and Pinnell Benchmark Assessments, Investigations, 
teacher-c"
Q384|Fountas and Pinnell|"m-embedded assessments (e.g., EL SOL, Estrellita, Fountas and Pinnell, DRA, TCRWP, 

teacher-created assessments) are b"
M108|BrainPOP|" such as iReady Reading and Math, Book, Brain POP/ Brain POP ESL! that 
will enhance and support our ELLs and t"
M108|Go Math!|"rams 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) CMP3 (6-8) come with supplemental resources "
M108|ReadyGen|"unseling, Speech, OT/PT.  Our literacy programs 
(ReadyGen K-2, Expeditionary grades 3-8) and GoMath (K-5) C"
M108|ReadyGen|"ruction for ELLs.  Each of our literacy programs (ReadyGen and 
Expeditionary) comes with supplemental resou"
M108|ReadyGen|"ruction for ELLs.  Each of our literacy programs (ReadyGen and 
Expeditionary) comes with supplemental resou"
M108|Teacher's College Reading and Writing Project|"ade level benchmark by March, 2019 as measured the Teachers College running 
records. 

 
Part 5b. Indicate the specif"
M108|Teacher's College Reading and Writing Project|"ills by using Fountas and Pinnell levels using the TCRWP running records and 
comprehension tools as well "
M108|Fountas and Pinnell|"fically, we assess their literacy skills by using Fountas and Pinnell levels using the TCRWP running records and 
compr"
M108|Fountas and Pinnell|"guage program, we would allow our students to use Fountas and Pinnell in 
their native language, we would administer as"
M108|Fountas and Pinnell|"t the day through 
differentiation.  Teachers use Fountas and Pinnell levels to determine a child’s reading level and h"
M108|Fountas and Pinnell|"ut the day through differentiation.  Teachers use Fountas and Pinnell 
levels to determine a child’s reading level and "
M108|Fountas and Pinnell|"t the day through differentiation.  Teachers use 
Fountas and Pinnell levels to determine a child’s reading level and h"
R470|Read180|" to guide instructional planning for your ELLs? 
- Read 180 assessment test  
- NYC DOE Perfrormance Assessmen"
R470|Schoology|" following ways: 

 

Schoology Utilization 

o  Schoology allows the student and their family to see all co"
R470|Schoology|"r 
2.  Laptop Computers 
3.  Smartboards 
4. 
5.  Schoology Subscription and Website 

iPads 

 
Part 4b. Ind"
R470|Schoology|"ology 
and an increase in new teaching resources (Schoology, 
TenMarks, Barrons Online, etc.). 

 

- Data re"
R470|Schoology|"                      32 

 

 

 

 

 

 

 

Schoology utilization 

o  Schoology allows the student and"
R470|Schoology|" 

 

 

 

 

 

 

Schoology utilization 

o  Schoology allows the student and their family to see all co"
R470|Schoology|" to increase 
the registration for and the use of Schoology to monitor 
their child’s performance.  

Parents"
R470|Schoology|"
- Staff will check if parents are registered for Schoology 
whenever they are contacting the parent and urge"
R470|Schoology|"will be monitored through anecdotal logs kept on 
Schoology updated by all staff members. 

 

- This will be"
R470|Schoology|"des, and 
statistics from new technology sources (Schoology, TenMarks, Barrons Online). 

 

 
4c. “Conceptua"
R470|Generation Ready|" Island 
  YMCA 
 
 
  Generation Citizen 
  Generation Ready 
  Camelot 
  Department of Mental Health 

 

"
Q151|Go Math!|"                                 
-   Training in Go Math mathematics 
Program                             "
Q151|Go Math!|"other students. They use Journey's for 
literacy, Go Math for math and the IB inquiry for all other content"
Q151|Go Math!|evel-appropriate language. For math, we are using Go Math, in Science and Social Studies we are using the I
Q151|Go Math!|"ions 
     *  ELL strategies within Journey's and Go Math 
     *  NYC/NYS Mandates 
4. Schoolwide teacher "
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences 
between student classroom perform"
Q151|Illuminate|"e providers. The analysis of the test results will illuminate any differences 
between student classroom perform"
Q151|Sanford Harmony|"
 

 

Sanford Harmony Program 

The goal of the Sanford Harmony Program (SHP) is to incorporate specialized teach"
Q151|Sanford Harmony|" use the SHP throughout the next school year. The Sanford Harmony Program is 
incorporated into lesson plans and is"
Q151|Sanford Harmony|"social-emotional well being. With 
the use of The Sanford Harmony Program (SHP) teachers are provided with a set of"
Q151|Sanford Harmony|"um and pedagogical practices. With the use of The Sanford Harmony 
Program (SHP)  teachers are provided with a set "
Q151|i-Ready|"sessments and 
conduct an item analysis using the i-Ready reports to identify 
instructional gaps and provi"
Q151|i-Ready|" with a detailed and easy-to-read analysis of the i-Ready report showing every student’s 
proficiency level"
Q151|i-Ready|"9 

 

on relevant, timely data. With the use of i-Ready teachers will see which students need interventio"
Q151|i-Ready|" 
By January 2019, data from the first and second i-Ready Diagnostic Intervention Reports will be analyzed "
Q151|i-Ready|" Diagnostic): 
When comparing the Fall and Winter i-Ready Reading Diagnostic tests, schoolwide data shows t"
Q151|i-Ready|" out of 41 
students were issued a rush flag. The i-Ready results may not accurately reflect our kindergart"
Q151|i-Ready|"ore grade 
levels below grade level. Based on the i-Ready results, these students seem to be struggling and"
Q151|i-Ready|"e assessments  given throughout the year 
(TCRWP, i-Ready) also indicate the same results. The only availab"
Q151|Teacher's College Reading and Writing Project|"ents’ ENL level (students who are 
SWDs and ELLs); TCRWP to monitor reading progress; and New York State ("
Q151|Teacher's College Reading and Writing Project|".g., EL SOL, Estrellita, Fountas and Pinnell, DRA, TCRWP, 

teacher-created assessments) are being used to"
Q151|Teacher's College Reading and Writing Project|udents are placed in a class the teacher then uses TCRWP to monitor reading progress.  Students are reasse
Q151|Teacher's College Reading and Writing Project|"ss.  Students are reassessed 
ever six weeks using TCRWP system.  This data shows that ELLs lag behind the"
Q151|Teacher's College Reading and Writing Project|"the students on NYS tests in the upper 
grades and TCRWP assessments in the all grades. Following thess as"
Q151|Teacher's College Reading and Writing Project|"the students on NYS tests in the upper 
grades and TCRWP assessments in the all grades. Following thess as"
Q151|Teacher's College Reading and Writing Project|"onable time. This is done 
using the data such as: TCRWP, ELL Periodic Assessment, as well as classroom cu"
X175|Go Math!|"small class size; 
remedial resources 
culled from GoMath 
and CMP3; 

 

K-8 – small class size; 
small-gro"
X175|IDO|"anguage Access in the home language. The 
Language ID Guide is at the security desk and in the main offi"
X175|Imagine Learning|"emotional) are met?   
The computer-based program Imagine Learning, leveled texts and differentiated tasks are used "
X175|iReady|"uary 
Regents, etc.) 
ELA simulation assessments; iReady data 

 
Part 5c. In February 2019, review progre"
K223|BrainPOP|"targeted population, our school provides Newsela, BrainPOP, 
BrainPOP Jr, BrainPOP ESL, Moby Max, Goalbook, "
K223|BrainPOP|"pulation, our school provides Newsela, BrainPOP, 
BrainPOP Jr, BrainPOP ESL, Moby Max, Goalbook, and IXL. Ou"
K223|BrainPOP|" school provides Newsela, BrainPOP, 
BrainPOP Jr, BrainPOP ESL, Moby Max, Goalbook, and IXL. Our ELL-SWDs ar"
K223|BrainPOP|"nnections, IXL, Rosetta Stone, Newsela, I-Ready, 
BrainPOP ESL, Moby Max, picture books, multi-level novels,"
K223|IXL|"ook 

● New York Historical Association  

● Math IXL.com 

● Newsela.com 

●  Engageny.org 

● Brookly"
K223|IXL|" 
ipads/laptops 

●read alouds/think 
alongs 

 
●IXL 

●use of 
manipulatives to 
teach concepts 

●us"
K223|IXL|"p.m. to 4:20 p.m.  A math practice website called IXL will be incorporated 
in this after-school math c"
K223|IXL|"e incorporated 
in this after-school math class.  IXL consist of unlimited questions in hundreds of mat"
K223|IXL|rainPOP Jr, BrainPOP ESL, Moby Max, Goalbook, and IXL. Our ELL-SWDs are encouraged to attend our after-
K223|IXL|"t match the student’s literacy level. 
           IXL is incorporated in our after-school Math classes,"
K223|IXL|"s well as, in Math classes meeting on Saturdays.  IXL is a math 
practice website consisting of unlimit"
K223|IXL|"stones, Voices In Literature, Making Connections, IXL, Rosetta Stone, Newsela, I-Ready, 
BrainPOP ESL, "
K223|MobyMax|"ives to 
teach concepts 

●use ofipads/laptops 

●MobyMax ●real life 
taks 

●problem solving 
strategies 
"
K223|NewsEla|"ed accordingly in our classes with ENL 
students.  Newsela provides articles on various lexile levels so ENL "
K223|Rosetta Stone|"s, Voices In Literature, Making Connections, IXL, Rosetta Stone, Newsela, I-Ready, 
BrainPOP ESL, Moby Max, pictu"
K223|Rosetta Stone|"ers on Friday afternoons.  We are currently using Rosetta Stone and a program titled Side by Side Plus.  These 
p"
K223|Fountas and Pinnell|"s/observations to identify at-risk 
students. The Fountas and Pinnell assessment is then used for obtaining the student"
X161|Pearson|English Picture Dictionaries from Book Source and Pearson Longman.  And as mentioned previously, we will al
X161|FOSS|"ial 
Education/Special Education classrooms.  The FOSS Science program provides booklets and manipulativ"
X161|Go Math!|"dations, Teachers College Reading and Writing and Go Math (pre/post) assessments.  Data 
collected from the"
X161|Imagine Learning|"s allowed for direct instruction in programs like Imagine Learning and Language 
Power.  These two programs have tar"
X161|Imagine Learning|", and ELA/MATH academy. Students will utilize the Imagine Learning internet based 
program which provides targeted f"
X161|Imagine Learning|"ELA/MATH Prep Academy. Students will utilize the 
Imagine Learning internet based program which provides targeted fi"
X161|Imagine Learning|"                            64 

 

Commanding.  Imagine Learning is a source of technological intervention where n"
X161|Imagine Learning|"second grade bilingual special education 
class. 
Imagine Learning is a technology software that focuses on basic vo"
X161|Imagine Learning|"second grade bilingual special education 
class. 
Imagine Learning is a technology software that focuses on basic vo"
X161|ReadyGen|"rous instruction in the four language domains. Our Ready Gen 
program along with supplimental spanish leveled r"
X161|Rosetta Stone|"ht, Literacy Day, Health and Wellness Fair, ESL / Rosetta Stone Computer classes and Trips to various city 
Museu"
X161|Rosetta Stone|"heir own education along with ENL classes via the Rosetta Stone Program. 
School letters, fliers and calendars se"
X161|Generation Ready|"ctively. The instructional partners of PS 161 are: Generation 
Ready coach which provides support for literacy to new a"
X161|Reading Rescue|" social emotional well being of the students. The Reading Rescue 
Program is unique as the lead educators are trai"
X161|Reading Rescue|"with special needs. Additional programs including Reading Rescue, READ 
Alliance, TITLE III and ELA / Math Academy"
X161|Reading Rescue|"for reading 
and math, as well as for First-Grade Reading Rescue and READ 
Alliance students. 

 

 

 

Activity "
X161|Reading Rescue|"iteracy Night(with support from the READ Project, Reading Rescue, Lincoln 
Center, Math Game Night, Brain Power se"
X161|Reading Rescue|"teracy Night (with support from the READ Project, Reading Rescue), Math Game Night, Brain Power, Yoga 
Clinics, Fa"
X161|Reading Rescue|"nd community engagement such as the READ Project, Reading Rescue, 
Asphalt Green, Brain Power, Yoga Clinics, Fan4K"
X161|Reading Rescue|"eaders and Writers Project,GO MATH,READ Alliance, Reading Rescue, Lincoln 
Center, New Teacher Center Mentor PD se"
X161|Reading Rescue|"undations, Wilson, Estrellita, Fountas & Pinnell, Reading Rescue, I-Ready, Imagine learning, etc.  

 

 

2018-19"
X161|Reading Rescue|"re that student success is met.  In addition, the Reading Rescue program, an early one on one 
tutoring program wi"
X161|Teacher's College Reading and Writing Project|"st school year 2017-18, our school began using the Teachers College Reading and Writing Units to strengthened, 
grades"
X161|Teacher's College Reading and Writing Project|"n 
through guided reading and writing units by the Teachers College Reading and Writing project. Delivering instructio"
X161|Teacher's College Reading and Writing Project|"ssments, and instructional resources (Specifically Teachers College Readers and Writing Project Units ) and tiered 
in"
X161|Teacher's College Reading and Writing Project|"nts evidenced by the benchmark assessments in 
the Teachers College Units of study. 

 

2018-19 CEP                  "
X161|Teacher's College Reading and Writing Project|"nts evidenced by the benchmark 
assessments in the Teachers College Units of study. We will continue to monitor the pr"
X161|Teacher's College Reading and Writing Project|"o assess progress throughout the year, will be the Teachers College 
Units of study, By February 2019, there will be a"
X161|Teacher's College Reading and Writing Project|"          19 

 

 

benchmark assessments in the Teachers College Units of study. We will continue to monitor the pr"
X161|Teacher's College Reading and Writing Project|"us sources such as: Our District, 
DOE ELL Office, Teachers College Readers and Writers Project,GO MATH,READ Alliance,"
X161|Teacher's College Reading and Writing Project|"d to guide 
instructional planning are Fundations, Teachers College Reading and Writing and Go Math (pre/post) assessm"
X161|Teacher's College Reading and Writing Project|"to our writing program.  Our school has been using Teachers College Writers 
workshop emphasizing on response to liter"
X161|Fundations|"hat are used to guide 
instructional planning are Fundations, Teachers College Reading and Writing and Go Math"
X161|Fountas and Pinnell|" provides intervention to struggling readers with Fountas and Pinnell levels A-L.  For approximately  35 minutes 
per d"
Q145|EL Education|"ligned, instructional 
programs purchased for ELA: Expeditionary Learning, to offer 
students performance based tasks that "
Q145|EL Education|"anish Native Language Arts teachers mirror the ELA Expeditionary Learning Curriculum to write their units. They put 
togeth"
Q145|Google Classroom|" 
with conferencing notes, the use of Skedula, and Google 
Classroom will be provided.  

Students 

 

2018-19 CEP    "
