bn|term|excerpt
M322|Teacher's College Reading and Writing Project|"iteracy block using a more traditional form of the TCRWP curriculum, adapted for 
ELLs.  These students re"
M322|Teacher's College Reading and Writing Project|"iculum, adapted for 
ELLs.  These students receive TCRWP-based Reader’s and Writer’s Workshop instruction "
M322|Teacher's College Reading and Writing Project|"ty students 
receiving daily instruction using the TCRWP Readers and Writers Workshop curriculum, adapted "
M322|Teacher's College Reading and Writing Project|"ing professional development and coaching from our TCRWP 
consultant, literacy coach and ELLs coach in app"
M322|Teacher's College Reading and Writing Project|"coach and ELLs coach in appropriately adapting the TCRWP workshops to effectively meet the 
instructional "
M322|Teacher's College Reading and Writing Project|"e a daily triple period literacy block, 
using the TCRWP Reader’s and Writer’s workshops to ensure content"
M322|Teacher's College Reading and Writing Project|", leveraging RTI and the 
conferring aspect of the TCRWP curriculum to provide students individualized fee"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
consultant, I"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
consultant, I"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
•
Arts
consul"
M322|Teacher's College Reading and Writing Project|"l curricula.  The AIS math teacher, 
Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
M322|Teacher's College Reading and Writing Project|"l in both our ESL and 
  1. Middle School 322 uses TCRWP assessments to track the early literacy skills of"
M322|Teacher's College Reading and Writing Project|"g Records to explore the beginning skills of ELLs, TCRWP’s Primary Spelling Inventory 
having attained pro"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
consultant, I"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
consultant, I"
M322|Teacher's College Reading and Writing Project|"ite professional development with consultants from TCRWP consultants (biweekly) and offsite 
consultant, I"
M322|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
M322|Teacher's College Reading and Writing Project|"ur programs for ELLs. 
  1. Middle School 322 uses TCRWP assessments to track the early literacy skills of"
M322|Teacher's College Reading and Writing Project|"g Records to explore the beginning skills of ELLs, TCRWP’s Primary Spelling Inventory 
highlights the diff"
X405|IDO|"nsultation with their School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
X405|Rosetta Stone|"hool tutoring program 
and work specifically with Rosetta Stone and one-on-one with a teacher to gain proficiency"
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 

Page 41

     

     

     

     

     

  "
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 
program into our after-school tutoring for newco"
X405|Rosetta Stone|"ctiveness.  ESL teachers have already begun using Rosetta Stone in the Beginner and 
Intermediate classes and Ach"
X405|Rosetta Stone|"ss for transitioning Special Education students.  Rosetta Stone 
allows for students to become accountable for th"
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 
program into our after-school tutoring for newco"
X405|Rosetta Stone|"ctiveness.  ESL teachers have already begun using Rosetta Stone in the Beginner and 
Intermediate classes and Ach"
X405|Rosetta Stone|"ss for transitioning Special Education students.  Rosetta Stone 
allows for students to become accountable for th"
X405|Rosetta Stone|" we are 
currently scheduling another session for Rosetta Stone.
The topics for Lehman’s ESL Professional Develop"
X405|Rosetta Stone|" we are 
currently scheduling another session for Rosetta Stone.
The topics for Lehman’s ESL Professional Develop"
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 
program into our after-school tutoring for newco"
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 
program into our after-school tutoring for newco"
X405|Rosetta Stone|"ctiveness.  ESL teachers have already begun using Rosetta Stone in the Beginner and 
Intermediate classes and Ach"
X405|Rosetta Stone|"ss for transitioning Special Education students.  Rosetta Stone 
allows for students to become accountable for th"
X405|Rosetta Stone|"rom 9:00 am to 12:00 pm.  We have implemented the Rosetta Stone 
program into our after-school tutoring for newco"
X405|Rosetta Stone|"ctiveness.  ESL teachers have already begun using Rosetta Stone in the Beginner and 
Intermediate classes and Ach"
X405|Rosetta Stone|"ss for transitioning Special Education students.  Rosetta Stone 
allows for students to become accountable for th"
X405|Rosetta Stone|" we are 
currently scheduling another session for Rosetta Stone.
The topics for Lehman’s ESL Professional Develop"
X405|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
X363|FOSS|"icial start time of the school day. Students use 
FOSS as a hands on method to understanding Scientific "
X363|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
X363|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
X363|Acuity|"
 Ongoing data collection and assessment through Acuity, ARIS, student work and conference notes will be "
X363|Acuity|"y classes, students will access their own data on Acuity
 Provide organizational structures and opportuni"
X363|Acuity|"dence of Goal attained

 Data collection through Acuity, periodic assessments and teacher conferencing an"
X363|Acuity|"sments
 Monitoring of student and teacher use of Acuity to access data.

Budget and resources alignment
"
X363|Acuity|"evelopment on how to access and effectively use 

Acuity/ARIS.

 Grade level meetings will focus on asses"
X363|Acuity|"
 Ongoing data collection and assessment through Acuity, ARIS, student work, and conference notes will be"
X363|Acuity|"y classes, students will access their own data on Acuity
 Provide organizational structures and opportuni"
X363|Acuity|"Study
 Curriculum maps
 Data collection through Acuity, periodic assessments and teacher conferencing an"
X363|Acuity|"sments
 Monitoring of student and teacher use of Acuity to access data.

Annual Goal #4 and Action Plan

"
X363|Acuity|"ction test
 Predictive and Interim Assessments
 Acuity quizzes
 Notebook assessment
 Collaborative gro"
X363|Acuity|"duct formal and informal classroom observations
 Acuity Predictive and Interim Assessments
 Unit Tests
"
M450|Amplify|"ich the ESL teacher delivers a curriculum meant to amplify voabulary, develop language, reinforce, 
supplemen"
M450|BrainPOP|their learning through the use of websites such as Brain POP and Flocabulary, visuals, reciprocal teaching, pee
M450|Cortex|gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for Algebra,
M450|Cortex|gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for Algebra,
M450|Cortex|gh (series) by Perfect Learning; Claudia Christina Cortez (series) from Stone Arch; Foundations for Algebra,
M450|Cortex|"h (series) by Perfect Learning; 
Claudia Christina Cortez (series) from Stone Arch; The Max Axiom (Science s"
M450|Read180|"der to address multiple components of literacy the Read 180 program has proved to be highly successful. 

In w"
M450|Read180|"der to address multiple components of literacy the Read 180 program has proved to be highly successful. 

In w"
M450|Read180|"der to address multiple components of literacy the Read 180 program has proved to be highly successful. 
Teach"
M450|Teacher's College Reading and Writing Project|"ng teacher was hired
Professional development from Teachers College Reading and Writing Workshop

8

Use this templat"
M450|Teacher's College Reading and Writing Project|" Reading conferences

 The school will work with Teachers College Reading and Writing Project to increase and 

impr"
M450|Teacher's College Reading and Writing Project|" our instruction practices.   
strategies, Wilson, Teachers College Readers & Writers Workshop,  Read 180, and Multi-S"
M450|Teacher's College Reading and Writing Project|"ntinue to be provided in QTEL 
strategies, Wilson, Teachers College Readers & Writers Workshop,  Read 180, and Multi-S"
M450|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
K021|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
K021|iReady|"by assignment:

13. Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|iReady|"non-ELL teachers) as per Jose P.
Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|iReady|"verse learners 
13. Students use Achieve 3000 and iReady reading software to reinforce comprehension skill"
K021|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
K021|Acuity|"ebsites  and  use  of 
technology to access ARIS, Acuity, city and state education websites;

providing pa"
K021|Acuity|"sed on data driven instruction (review of student Acuity Assessment 
scores, data analysis of sub skills a"
K021|Acuity|"teacher observation and annual yearly progress on Acuity ITA’s and Predictives are monitored in order to 
"
X388|IDO|"ion with their 

School Leadership Team. 

 
 
HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
M108|BrainPOP|"ucation ELLs, Book Flix and True Flix, Brain 
POP/ Brain POP ESL! that will enhance and support our ELLs and th"
M108|BrainPOP|"ucation ELLs, Book Flix and True Flix, Brain 
POP/ Brain POP ESL! that will enhance and support our ELLs and th"
M108|BrainPOP|"ucation ELLs, Book Flix and True Flix, Brain 
POP/ Brain POP ESL! that will enhance and support our ELLs and th"
M108|BrainPOP|"ucation ELLs, Book Flix and True Flix, Brain 
POP/ Brain POP ESL! that will enhance and support our ELLs and th"
M108|Core Knowledge|"gnment to core 
curriculum and the application of Core Knowledge.  Teachers will also be informed of Testing Modif"
M108|Core Knowledge|"gnment to core 
curriculum and the application of Core Knowledge.  Teachers will also be informed of Testing Modif"
M108|Core Knowledge|"ignment to core curriculum and the application of Core Knowledge.  Teachers will also 
be informed of Testing Modi"
M108|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
M108|Teacher's College Reading and Writing Project|"Voyager fluency tests, Fountas and Pinnell levels, TCRWP running 

We use a variety of assessment tools to"
M108|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
M108|Teacher's College Reading and Writing Project|"Voyager fluency tests, Fountas and Pinnell levels, TCRWP running 

Additional Information
Please include "
M108|Ticket to Read|"e 
subscribed to.  These on-line programs such as Ticket to Read, A-ha Math for Special Education ELLs, Book Flix "
M108|Ticket to Read|"e 
subscribed to.  These on-line programs such as Ticket to Read, A-ha Math for Special Education ELLs, Book Flix "
M108|Ticket to Read|"e 
subscribed to.  These on-line programs such as Ticket to Read, A-ha Math for Special Education ELLs, Book Flix "
M108|Fountas and Pinnell|"hout the school day on their level.  Teachers use Fountas and Pinnell to determine a 
child's independent reading level"
M108|Fountas and Pinnell|"f ELLs.  Every class has a Leveled Library 
using Fountas and Pinnell, teachers of ELLs have acces to the school Comput"
M108|Fountas and Pinnell|"f ELLs.  Every class has a Leveled Library 
using Fountas and Pinnell, teachers of ELLs have acces to the school Comput"
M108|Fountas and Pinnell|"f ELLs.  Every class has a Leveled Library 
using Fountas and Pinnell, teachers of ELLs have acces to the school Comput"
M108|Fountas and Pinnell|"f ELLs.  Every class has a Leveled Library 
using Fountas and Pinnell, teachers of ELLs have acces to the school Comput"
M108|Fountas and Pinnell|"y skills by using ECLAS-2, Voyager fluency tests, Fountas and Pinnell levels, TCRWP running 

We use a variety of asses"
M108|Fountas and Pinnell|"y skills by using ECLAS-2, Voyager fluency tests, Fountas and Pinnell levels, TCRWP running 

Additional Information
P"
M108|Fountas and Pinnell|" throughout the day on their level.  Teachers use Fountas and Pinnell 
to determine a child's reading level and have a "
M108|Fountas and Pinnell|"hout the school day on their level.  Teachers use Fountas and Pinnell to determine a child's 
independent reading level"
M108|Fountas and Pinnell|" throughout the day on their level.  Teachers use Fountas and Pinnell to 
determine a child's independent reading level"
M108|Acuity|" online assessments assigned by their teachers on Acuity.  

11)

N/A  

ELL students requiring additional"
M108|Acuity|" online assessments assigned by their teachers on Acuity.  

11)

N/A  

ELL students requiring additional"
M108|Acuity|" online assessments assigned by their teachers on Acuity.  
1. Describe what assessment tool your school u"
R470|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
R470|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q151|Pearson|"0 – 2011 to ______ 

 Skills-based math program: Pearson’s enVision, which includes tiered 

assignment, v"
Q151|Pearson|"n brought in to support Common Core Curriculum: 

Pearson Success Net, MyOn web based library, Safari Monta"
Q151|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
Q151|iReady|"ices.
*  Teachers will analyze data collected via iReady online diagnostic assessments to provide targeted"
Q151|iReady|" 
*  The integration of technology for the use of iReady and Success Tracker
*  Teachers will analyze data"
Q151|iReady|"es for attracting Highly Qualified Teachers (HQT)
iReady Diagnostic Program, Success Tracker online capabi"
Q151|Starfalls|"h time to use the computer for 
activities such as Starfall, which helps with letter sound recognition for our "
Q151|Starfalls|"h time to use the computer for 
activities such as Starfall, which helps with letter sound recognition for our "
Q151|Starfalls|"h time to use the computer for 
activities such as Starfall, which helps with letter sound recognition for our "
Q151|Starfalls|"h time to use the computer for 
activities such as Starfall, which helps with letter sound recognition for our "
Q151|Reading Rescue|"and set goals for differentiated instruction. 
*  Reading Rescue Teachers and paraprofessionals will assess and in"
Q151|Reading Rescue|"th disabilities through the implementation of the Reading Rescue Program. 
*  Classroom Teachers address the needs"
Q151|Reading Rescue|" for levels 

1 & 2)

students in 2011 – 2012.

 Reading Rescue was increased from 14 students in 2010 – 2011 to "
Q151|Reading Rescue|" Paraprofessional and teachers trained to provide Reading Rescue to increase reading levels of students 

with spe"
Q151|Teacher's College Reading and Writing Project|"sh in/out Services / Reading Rescue / Fundations / TCRWP benchmark 
assessment / iReady / My On / Self Con"
Q151|Teacher's College Reading and Writing Project|"nitor student progress using results obtained from TCRWP Benchmarks.
*  Teachers will have collaborative g"
Q151|Teacher's College Reading and Writing Project|"Progress Report from PreK – 5th grade based on the TCRWP benchmark assessment.  
Implementation Time: Impl"
Q151|Teacher's College Reading and Writing Project|s reports / e-Chalk / Parent Teacher Conferences / TCRWP individual reading level report / School Messenge
Q151|Teacher's College Reading and Writing Project|"ew York Start ELA Proficiency Report (grade 3 -5), TCRWP 
benchmark assessment 
Subgroups identified based"
Q151|Teacher's College Reading and Writing Project|"and Math (i-Ready) to provide data for 

 Utilize TCRWP benchmark assessments schoolwide (K-5) to have re"
Q151|Teacher's College Reading and Writing Project|"
26-50 percentile

51-75 percentile

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q151|Fundations|"vel 2 students in 

ELL’s

Grades 1 – 5

 Wilson Fundations Program used in Grades K and 1
 Saturday ELA tes"
Q151|Fundations|"and reading development. Teachers are also using 
Fundations to promote phonics skills.

Through data analysis"
Q151|Fountas and Pinnell|"er. With the third grade target group we are using Fountas 
and Pinnell Phonics. With our fourth and fifth grade students "
Q151|Fountas and Pinnell|"er. With the third grade target group we are using Fountas 
and Pinnell Phonics. With our fourth and fifth grade students "
Q151|Fountas and Pinnell|"er. With the third grade target group we are using Fountas 
and Pinnell Phonics. With our fourth and fifth grade students "
Q151|Fountas and Pinnell|"er. With the third grade target group we are using Fountas 
and Pinnell Phonics. With our fourth and fifth grade students "
Q151|Fountas and Pinnell|"er. With the third grade target group we are using Fountas 
and Pinnell Phonics. With our fourth and fifth grade students "
Q151|Envision|"udents. They use Literacy By Design for 
reading, Envisions Math for math and the IB inquiry for all other c"
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|"strong ESL component for our ELLs. We began using Envisions Math last year. Since these 
programs are fairly"
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|"strong ESL component for our ELLs. We began using Envisions Math last year. Since these 
programs are fairly"
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|"strong ESL component for our ELLs. We began using Envisions Math last year. Since these 
programs are fairly"
Q151|Envision|level appropriate language. For math we are using Envisions Math, in science and S.S. we are using the IB in
Q151|Envision|"strong ESL component for our ELLs. We began using Envisions Math last year. Since these 
programs are fairly"
X175|Acuity|"
Grades 1-8 – small group tutoring after school – Acuity, EveryDay Math, Impact 
Math, teacher-created rem"
K223|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
K223|Rosetta Stone|comprehension, vocabulary, and writing.  And, the Rosetta Stone language learning computer software will be used 
K223|Rosetta Stone|"0 has a Spanish and Haitian 
Creole component and Rosetta Stone support our Arabic, Chinese, Polish, Russian, and"
K223|Teacher's College Reading and Writing Project|"(e.g., ECLAS-2, EL SOL, Fountas and Pinnell, 
DRA, TCRWP). What insights do the data provide about your EL"
K223|Teacher's College Reading and Writing Project|"ECLAS-2, EL SOL, Fountas and Pinnell, 
Spe Ed
DRA, TCRWP). What insights do the data provide about your EL"
K223|Fountas and Pinnell|"eracy skills of your ELLs (e.g., ECLAS-2, EL SOL, Fountas and Pinnell, 
DRA, TCRWP). What insights do the data provide "
K223|Fountas and Pinnell|"eracy skills of your ELLs (e.g., ECLAS-2, EL SOL, Fountas and Pinnell, 
Spe Ed
DRA, TCRWP). What insights do the data p"
K223|Acuity|" in both edPerformance Series and CTB McGraw-Hill Acuity assessments, students in 
our lowest 1/3 show a n"
K223|Acuity|"appropriate Extended Day class based on data from Acuity and edPerformance.  
Students who are in the lowe"
K223|Acuity|" the Instructional Resources in edPerformance and Acuity.
Students will have the opportunity to attend int"
K223|Acuity|e use of edPerformance Series and CTB McGraw-Hill Acuity.  Teachers will receive further instruction on ho
K223|Acuity|"erentiation.    

Using the most recent data from Acuity and based on the needs of our student population "
K223|Acuity|"th disabilities take the ELL Periodic Assessment, Acuity and EdPerformance 
assessments, as well as, custo"
K223|Acuity|"
standardized exams as well as access to ARIS and Acuity where further data can be obtained.  Throughout t"
X161|Pearson|"ummer 2011Title I ELL 
Grant from Book Source and Pearson Longman.  And as mentioned previously, we will al"
X161|Pearson|"ummer 2011Title I ELL 
Grant from Book Source and Pearson Longman.  And as mentioned previously, we will al"
X161|Pearson|"ummer 2011Title I ELL 
Grant from Book Source and Pearson Longman.  And as mentioned previously, we will al"
X161|FOSS| area instruction in Science is provided with the FOSS kits that provide booklets and journals in Spanis
X161|FOSS|cial Education/Special Education classrooms.  The FOSS Science program provides booklets and  manipulati
X161|FOSS| area instruction in Science is provided with the FOSS kits that provide booklets and journals in Spanis
X161|FOSS|cial Education/Special Education classrooms.  The FOSS Science program provides booklets and  manipulati
X161|FOSS| area instruction in Science is provided with the FOSS kits that provide booklets and journals in Spanis
X161|FOSS|cial Education/Special Education classrooms.  The FOSS Science program provides booklets and  manipulati
X161|FOSS| area instruction in Science is provided with the FOSS kits that provide booklets and journals in Spanis
X161|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
X161|Imagine Learning|"ool, and Saturday programs. They also utilize the Imagine Learning intenet based program that provides language
supp"
X161|Imagine Learning|" grades K-5.  This year we will continue with the Imagine Learning 
Internet based program to provide supplemental s"
X161|Imagine Learning|" grades K-5.  This year we will continue with the Imagine Learning 
Internet based program to provide supplemental s"
X161|Imagine Learning|"t/second grade bilingual special education class.
Imagine Learning software was purchased in the 2009-2010 school ye"
X161|Imagine Learning|" grades K-5.  This year we will continue with the Imagine Learning 
Internet based program to provide supplemental s"
X161|Imagine Learning|"t/second grade bilingual special education class.
Imagine Learning software was purchased in the 2009-2010 school ye"
X161|Imagine Learning|" grades K-5.  This year we will continue with the Imagine Learning 
Internet based program to provide supplemental s"
X161|Imagine Learning|"t/second grade bilingual special education class.
Imagine Learning software was purchased in the 2009-2010 school ye"
X161|Imagine Learning|" grades K-5.  This year we will continue with the Imagine Learning 
Internet based program to provide supplemental s"
X161|Imagine Learning|"t/second grade bilingual special education class.
Imagine Learning software was purchased in the 2009-2010 school ye"
X161|Reading Rescue|"nder the supervision of 
one certified teacher (a Reading Rescue Coordinator), for a period of thirty minutes, fiv"
X161|Reading Rescue|"12.   In conjunction with our CFN network and the Reading Rescue program, 
paraprofessionals  are being trained to"
X161|Reading Rescue|"nder the supervision of 
one certified teacher (a Reading Rescue Coordinator), for a period of thirty minutes, fiv"
X161|Reading Rescue|"12.   In conjunction with our CFN network and the Reading Rescue program, 
paraprofessionals  are being trained to"
X161|Reading Rescue|"nder the supervision of 
one certified teacher (a Reading Rescue Coordinator), for a period of thirty minutes, fiv"
X161|Reading Rescue|"12.   In conjunction with our CFN network and the Reading Rescue program, 
paraprofessionals  are being trained to"
X161|Reading Rescue|"nder the supervision of 
one certified teacher (a Reading Rescue Coordinator), for a period of thirty minutes, fiv"
X161|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q145|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
Q145|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q145|Acuity|"scaffolded as needed by 
teachers. 

 The use of Acuity to assess 

students based on their 
individual n"
Q145|Acuity|"sized  across 
all content areas.

 Use  Custom  Acuity: 

Item 
Analysis 
to  see  grade  and 
class  re"
Q145|Acuity|"scaffolded as needed by 
teachers. 

 The use of Acuity to assess 

students based on their 

 Instructi"
Q145|Acuity|"and Students with Disabilities 
subgroups.

 Use Acuity: Item Analysis to 
see grade and class results 
f"
Q145|Acuity|"and Students with Disabilities 
subgroups.

 Use Acuity: Item Analysis to 
see grade and class results 
f"
Q145|Acuity|"formative and summative assessments (State exams, Acuity 
scores, Subject area Core Tests, Student portfol"
M134|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
M134|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
K545|IDO|"ation with their School Leadership Team. 

 
 
HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
K545|INET|FSF, TITLE I SWP,TLPARENT COORD,ARRA RTTT CITYWIDE INST EXP;ARRA TRRR DATA SPECIALIST,C4E FUNDS WILL BE UT
K545|INET|" in this action plan. 

 
TLFSF; ARRA TRR CITYWIDE INST EXP; ARRA TRRR DATA SPECIALIST;C4E;TLPARENT COORDI"
K545|Rosetta Stone|"nt area teachers.  Literacy interventions include Rosetta Stone (ordered) and 
leveled texts for SIFE students.  "
K545|Rosetta Stone|"T classes that have an ELA and ESL teacher. 
10.  Rosetta Stone and other computer assisted learning software, su"
K545|Rosetta Stone|"mediate and Advanced levels of procifiency. 
13.  Rosetta Stone and Dragon Speaking are two new computer-based re"
Q192|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
Q192|Read180|"f Materials:  The Early Bird Literacy program uses Read 180 which utilizes the student's ability to 
read leve"
Q192|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
Q192|Acuity|"in basic math skills at beginning of school year
>Acuity data analyzed
>students placed in 37.5 AM tutorin"
Q192|Acuity|"enrichment and remediation
>Periodic Assessments (Acuity and ITA in Math)

c) steps taken to include teach"
K592|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
K592|Acuity|" written work.

Data review—review of ELA NYS and Acuity assessment results, and follow up / implementatio"
M685|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
M685|Read180|"es

Grades 9 as well as all of the ESL classes use Read 180 in small groups as well as one to 
one during the "
M685|Read180|"d RAMP-UP to Literacy Curriculum. In addition, the Read 180 program is used selectively to 
provide support to"
M685|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
K586|IDO|"ultation with their 

School Leadership Team.

HOW DO CEP GOALS RELATE TO GOALS SET FOR THE PRINCIPAL PE"
K586|Teacher's College Reading and Writing Project|"e.g., ECLAS-2, EL SOL, Fountas and 

Pinnell, DRA, TCRWP). What insights do the data provide about your EL"
