bn|term|excerpt
M108|Ticket to Read|"uggling readers will be launched 

called Voyager-Ticket to Read.  This program engages students with age and leve"
M108|Ticket to Read|"s (Open Court, Trophies, Glencoe)  
  Open Court Ticket to Read 
  Acuity 
  ARIS 
  Predictive and ITA Assess"
M108|Ticket to Read|"s use 
the Wilson and Voyager Program, as well as Ticket to Read and the integrated technology 
components from th"
M108|Fountas and Pinnell|"a as well as Periodic assessments, Acuity, ARIS, 
Fountas and Pinnell reading levels and teacher created student profil"
M108|Fountas and Pinnell|"
  QRI    
  ECLAS 

Independent Reading Levels Fountas and Pinnell 
Independent Reading Level class summary sheets 
"
M108|Fountas and Pinnell|" 

  NYSESLAT 
  Sadlier-Oxford Assessments 
  Fountas and Pinnell Reading Levels 
  NYC Interim English Language L"
M108|Fountas and Pinnell|"odic assessment 
data, Acuity, ARIS, Wilson data, Fountas and Pinnell reading levels, Voyager DIBELS and 
plan next ste"
M108|Acuity|"l use the computer lab to complete differentiated Acuity exams. 
  Students will be given monthly simulat"
M108|Acuity|" Students will use the computer lab to sign in to Acuity and review skills specific strategies. 
  After "
M108|Acuity|"l use the computer lab to complete differentiated Acuity exams. 
  Students will be given monthly simulat"
M108|Acuity|" More Professional Development on how to navigate Acuity and implement 

differentiated instruction with t"
M108|Acuity|"d implement 

differentiated instruction with the Acuity Data.  

  More Professional Development on how "
M108|Acuity|" and Wilson data as well as Periodic assessments, Acuity, ARIS, 
Fountas and Pinnell reading levels and te"
M108|Acuity|"hies, Glencoe)  
  Open Court Ticket to Read 
  Acuity 
  ARIS 
  Predictive and ITA Assessments 
 
"
M108|Acuity|" interpret and discuss periodic assessment 
data, Acuity, ARIS, Wilson data, Fountas and Pinnell reading l"
M108|Acuity|"eachers look at NYS and NYC test scores, ARIS and Acuity Data, running 
records, fluency assessments, clas"
Q151|FOSS|"velopment that will support the implementation of FOSS 

•  Encourage and support transfer of practices "
Q151|FOSS|"rs 
Schedule: Classroom teacher, Science Cluster, FOSS Kits, Literacy Instruction, Literacy by 
Design, "
Q151|FOSS|"cience supplies and resources. 
•  Utilization of FOSS Science kits for grades 3 and 4. 
•  Utilization "
Q151|FOSS|"ry Day Math, in science we are using the hands on FOSS kits. For ELA, our targeted 
students receive foc"
Q151|Fundations|"el one and two students in grades 1-5. 
•  Wilson Fundations Program used in Grades K and 1. 
•  Saturday ELA "
Q151|Fundations|" and reading development. Teachers are also using Fundations to promote phonics skills. 
 
Through data analys"
Q151|Acuity|"uiry Team is using data from the NYS ELA exam and Acuity Testing scores to design 
instruction to best mee"
X175|Imagine Learning|" ESL teacher received professional development in Imagine Learning (ELL) and the Wilson Program (SETTS). 
 
  Teac"
X175|Imagine Learning|"access to all Acuity ELA and math reports 
  The Imagine Learning program is individualized to meet the needs of EL"
X175|Fountas and Pinnell|"ing NYSESLAT, Acuity, math and ELA 

simulations, Fountas and Pinnell benchmark assessments, and other formative and su"
X175|Acuity|"
Grades 1-8 – small group tutoring after school – Acuity, EveryDay Math, Impact Math, teacher-
created rem"
X175|Acuity|"ents’ needs based on a 

wide range of data (i.e. Acuity, ELA simulations, conferencing, Fountas & Pinnell"
X175|Acuity|"ents’ needs based on a wide 

range of data (i.e. Acuity, simulations, conferencing, observations, warm-up"
X175|Acuity|"al 
program? 
 

  ESL teacher has access to all Acuity ELA and math reports 
  The Imagine Learning pro"
X175|Acuity|"the progress of ELL students, including NYSESLAT, Acuity, math and ELA 

simulations, Fountas and Pinnell "
X161|Imagine Learning|"f Spanish literature books.  

                    Imagine  Learning  software  was  purchased  last  year  with  funds"
X161|Teacher's College Reading and Writing Project|"ludes a Reading First Literacy Initiative (K-3), a Teachers College Readers/Writers Workshop 

(Grades  4  –  5),  and"
X161|Acuity|"ng.  Teachers are 
trained to use web based ARIS, Acuity, NYSTART, programs for student results, proper gr"
K592|Amplify|"h Language proficiency within three years. 

•  To amplify the literacy and academic skills of ELLs who parti"
K592|Illuminate|"s foster a sense of belonging for our students and illuminate the 
importance of being a global leader in today’"
K592|Study Island|"e and post assessment results on programs such as Study Island, etc.  
4.  Individual student profiles on studen"
K592|Acuity|"  Differentiate instruction using data from ARIS, Acuity, and Performance Series  
9.  Collaboratively cre"
K586|Rosetta Stone|" We 
will also provide English support through the Rosette Stone language computer software to help our student, pa"
K586|Envision|"ently and with less support from staff.  We really envision that when our current 
sixth graders are in high s"
Q019|Imagine Learning|"to 
address each student’s learning profile.   
 
Imagine Learning 
Imagine Learning English is a one-to-one K-5 com"
Q019|Imagine Learning|"tudent’s learning profile.   
 
Imagine Learning 
Imagine Learning English is a one-to-one K-5 computer-based instru"
Q019|Imagine Learning|"programs such as RAZ Kids, Fundations, LEAP Frog, Imagine Learning and Leap Track 
which are among some of the mater"
Q019|Imagine Learning|"echnology based programs such as Achieve 3000 and Imagine Learning 

 
In order to ensure that we are addressing the"
Q019|Imagine Learning|"hase the 
renewal of the software license program Imagine Learning English for the Bilingual classes, Dual Language "
Q019|Imagine Learning|"Educational Software (Object Code 199) 

$4,657 

Imagine Learning English 

Travel 

Other 

TOTAL 

 

 

$195,740"
Q019|Reading Recovery|" 
  LEXIA (ELA) 
  Leap Track 
  Leap Frog 
  Reading Recovery 
  Schools Attuned 

Philosophy 
Imagine Learnin"
Q019|Reading Recovery|" students toward achieving grade-level targets. 

Reading Recovery 
The Reading Recovery Program works one-to-one wi"
Q019|Reading Recovery|"ving grade-level targets. 

Reading Recovery 
The Reading Recovery Program works one-to-one with students for a 30-m"
Q019|Reading Recovery|"intervention program based on the fundamentals of Reading Recovery.  There are 3 kits: the orange kit 
(Kindergarten"
Q019|Teacher's College Reading and Writing Project|"ol.  The school’s instructional model follows 
the Teachers College initiatives in Reading and Writing and the Everyda"
Q019|Teacher's College Reading and Writing Project|"or the purpose of language development.   
Utilize Teacher’s College Staff Developers and Lab Sites to strengthen and 
"
Q019|Teacher's College Reading and Writing Project|students follow a 25/75 model of instruction.  The Teacher’s College units of study in both Spanish and English will be
Q019|Teacher's College Reading and Writing Project|"tandards. 

 
-PS 19 has purchased the services of Teacher’s College for staff development in house and also to have te"
Q019|Leveled Literacy Intervention|"econd grade) which works with levels C - N.   
  
Leveled Literacy Intervention (LLI) is a small group, supplementary interventio"
Q019|Fundations|"ol day, before or after school, Saturday, etc.). 
Fundations 
Wilson Fundations for K-3 is a phonological/phon"
Q019|Fundations|"fter school, Saturday, etc.). 
Fundations 
Wilson Fundations for K-3 is a phonological/phonemic awareness, pho"
Q019|Fundations|"ing program for the 
general education classroom. Fundations is based upon the Wilson Reading System® principl"
Q019|Fundations|" failure. Teachers incorporate a 30-minute daily 
Fundations lesson into their language arts classroom instruc"
Q019|Fundations|"ilize 
the program for small group intervention.  Fundations lessons focus on carefully sequenced skills that "
Q019|Fundations|"echnology that support programs such as RAZ Kids, Fundations, LEAP Frog, Imagine Learning and Leap Track 
whic"
Q019|Acuity|"

 
 
 

Data Source: Standardized Testing (ELA), Acuity, NYSESLAT, Progress Report,  
Needs Assessment, S"
Q019|Acuity|": 

  On-Demand Writing- (October, February) 
  Acuity- (November)  
  TC Running Records- (November & "
Q019|Acuity|"  Using the data from the monthly analysis grids, Acuity, and student work, study 
 
 
 

along with the M"
Q019|Acuity|"ear, each teacher will have the opportunity using Acuity to 
 
 
D3.  Use of a Baseline Assessment and Bi-"
Q019|Acuity|" gains 

Initial Indicator September 2009:   

  Acuity Predictive Assessment (June 2009) 
 
  In house"
Q019|Acuity|"e 2009 NYS Math Assessment 

Interim:        

  Acuity ITA Assessment  
  Predictive Acuity Test (Decem"
Q019|Acuity|"       

  Acuity ITA Assessment  
  Predictive Acuity Test (December) 
  EDM In house created end of u"
X029|Envision|"supporting students’ social and emotional needs we envision 
better supporting them academically.   

 We will"
K425|Acuity|" ELL Periodic Assessments, Performance Series and Acuity resources to support ELLs  
In their efforts to i"
K425|Acuity|" sessions.   
Last year we focused on using ARIS, Acuity and Performance Series to empower teachers to tai"
K425|Acuity|" from ELL Periodic Assessments, NYSESLAT, 
LAB-R, Acuity, Performance Series and ARIS to inform instructio"
K425|Acuity|ugh the work of the School Based Inquiry team and Acuity, teachers and students are working together to cr
K425|Acuity|"delivery of instruction and 
assessments. Through Acuity, teachers have access to the results of diagnosti"
X001|Imagine Learning|" intervention in the classroom as follows:  Using Imagine Learning 
(nonfiction reading software program by levels),"
X001|Imagine Learning|" intervention in the classroom as follows:  Using Imagine Learning 
(nonfiction reading software program by levels),"
X001|Imagine Learning|" intervention in the classroom as follows:  Using Imagine Learning 
(nonfiction reading software program by levels),"
X001|Imagine Learning|" intervention in the classroom as follows:  Using Imagine Learning 
(nonfiction reading software program by levels),"
X001|Imagine Learning|" intervention in the classroom as follows:  Using Imagine Learning 
(nonfiction reading software program by levels),"
X001|Teacher's College Reading and Writing Project|"uding applied learning; and 

 
We are part of the Teachers College reading and writing program.  Through this program"
X001|Fundations|"teachers, coaches, and school administrators. 
  Fundations Training 
  LEAP Training/Instruction 

Addition"
X001|Fundations|"s, supplemented by Fountas 
and PinnellWord Study,Fundations kit, TC Curriculum Binders, 
Assessment Binders,P"
X001|Fundations|"teachers, coaches, and school administrators. 
  Fundations Training   

APRIL 2010 

16 

 

Aligning Resou"
X001|Fundations|"s, supplemented by Fountas 
and PinnellWord Study,Fundations kit, TC Curriculum Binders, 
Assessment Binders,P"
X001|Fundations|"teachers, coaches, and school administrators. 
  Fundations Training   

Aligning Resources:Implications 
for"
X001|Fundations|ecovery (1st grade), Read Naturally (grades 2-5), Fundations (grades K-2), Lexia and Math Navigator (all grade
X001|Acuity|"chmarks established as per their reading levels. 
Acuity Reports (twice a year for ELA and Math) 
NYStart "
X001|Acuity|"of 

mathematical focus 

  Periodic assessments/Acuity twice a year 
  Ongoing formative and summative "
X001|Acuity|"ar) will 
be used to drive instruction including; Acuity assessments, (grades 3-5) TC Reading and Writing "
M040|Teacher's College Reading and Writing Project|"mplementation of school-wide assessments including Teachers College literacy assessments 
and writing assessments (Sho"
M040|Teacher's College Reading and Writing Project|" more comprehensible the subject matter.  

 

The Teachers College Reading and Writing assessment used by kindergarte"
M040|Teacher's College Reading and Writing Project|" Diagnostic ELA and Math (grades 3 through 5), and Teachers College Reading and Writing Project 

Assessment administe"
M040|Fountas and Pinnell|"ria Feming. In addition, picture cards, realia and Fontas and Pinnell leveled 

guided reading books support the literac"
M083|Reading Recovery|"lvement strategies under the following programs:, Reading Recovery, 

Fundations, Wilson Language System, and the Ba"
M083|Reading Recovery|"rkshops will be provided by the following:  

IEP/Reading Recovery Teacher  

  AIS Reading Teacher  
  Math AIS T"
M083|Teacher's College Reading and Writing Project|"gram? 

Teacher’s monthly Calendars developed from Teacher’s College Units of Study, the disparity between students Acu"
M083|Fundations|"nder the following programs:, Reading Recovery, 

Fundations, Wilson Language System, and the Balanced Literac"
M083|Fundations|ervices utilizing Great Leaps to develop fluency, Fundations is used in a small group pull-out or push-in sett
M083|Acuity|"onal program?   

The disparity between students’ Acuity Predictive and ITA scores, classroom performance,"
K169|Imagine Learning|"mputer-based instructional program will be used.  Imagine Learning Software teaches children English and 
develops t"
K169|Imagine Learning|"supplies for students in the Title III program 
 
Imagine Learning English a computer-based instructional 
program t"
K169|Teacher's College Reading and Writing Project|"

•  CLSO/Network monthly workshops (on-going) 
•  Teacher’s College Workshops/Conferences on Reading – Writing Worksho"
K169|Fundations|"rs; 

 

 

 

 

 

•  Utilization of the Wilson Fundations program for students with an IEP. 

 
 
 
 
7.4: "
K169|Acuity|"dent Funding 

IDEA Paraprofessionals/Speech 

•  Acuity results in ELA (Predictive, ITA) will carefully m"
K169|Acuity|"e I SWP 
•  C4E funding 
•  Children’s First 

•  Acuity results in grades 3-5 will be analyzed for indivi"
K169|Acuity|" 
•  AIS/Classroom teacher articulation notes 
•  Acuity Predictive and ITA exams 
•  Unit Benchmarks for "
K169|Acuity|"sed on 

students individual needs. 

•  ARIS and Acuity training will be on-going for staff and parents. "
K169|Acuity|to determine student’s level (when appropriate).  Acuity predictive and ITA’s are also administered to ass
K169|Acuity|lios, CAI (Computer assisted instruction reports, Acuity, ARIS and NY Start, NYSESLAT) and teacher develop
K169|Acuity|"
 

Teachers in grades 3-5 were provided with the Acuity’s item analysis for each student.  This enables t"
K169|Acuity|" II, DRA, E-PAL, NYSESLAT, book levels, rubrics, 
Acuity and assessments in ELA, Math, Science, and Social"
K169|Acuity|"/assessments, Everyday Math Unit assessments, and Acuity results are 
analyzed to drive standards-based in"
K169|Acuity|"t and Extended Day components; 

•  Data from the Acuity which is now aligned to Everyday Math.  The data "
R060|Pearson|"truction to meet the needs of all of our ELLs.    Pearson’s TOPS program will provide 
additional support i"
R060|Pearson|"ar and vocabulary development for our newcomers.  Pearson’s Newcomer Phonics will help our beginner and 
in"
R060|Reading Recovery|" 
year to our Paraprofessionals.  We also provide Reading Recovery services to our most at-risk first grade students"
R060|Reading Recovery|continue our Leveled Literacy Reading teacher and Reading Recovery Teacher if funding allows.  We will combine funds
R060|Teacher's College Reading and Writing Project|"nse 
professional development through our coaches, Teachers College and support network provides our 
faculty with the"
R060|Teacher's College Reading and Writing Project|"rent phonics programs.  We 
had been following the Teacher’s College Units of Study and we attended some training with "
R060|Teacher's College Reading and Writing Project|"ELLs. The ESL teacher attended the ESL calendar at Teachers College in 
2007-2008 and has been trained at the Quality "
R060|Teacher's College Reading and Writing Project|"for ELLs 

P.S. 60 monitors all students using the Teachers College Reading and Writing Assessment.  Based on TC’s sug"
R060|Teacher's College Reading and Writing Project|"of our teachers are given an opportunity to attend Teacher’s College TCRWP. Hold parent-teacher 
conferences (at least "
R060|Fountas and Pinnell|" measuring independent reading levels based on the Fountas and Pinell System.  This and TC Pro 
results are used to driv"
R060|Acuity|"
the classroom, and data driven instruction using Acuity and ARIS.  Teachers will also receive additional "
R060|Acuity|"Teachers identify specific student needs 
through Acuity, ARIS and NYStart and align instruction according"
R060|Acuity|"
the classroom, and data driven instruction using Acuity and ARIS.  Teachers will also receive additional "
R060|Acuity|" testing from the 2008-09 school year as 
well as Acuity data and analyze this to look for areas of weakne"
R048|Imagine Learning|" develop vocabulary and conversational skills and Imagine Learning English, a computer-based 
instructional program "
R048|Imagine Learning|"n literacy skills. Funds will be used to purchase Imagine Learning English (technology program) 
and Empire State NY"
R048|Imagine Learning|"Educational Software (Object Code 199) 

$3,000 

Imagine Learning Software 

$300.00   

Bus 

 

$15,000.00 

 

 "
R048|Fundations|"grades 1 and 2 additional literacy instruction.  
Fundations is taught to 10 students per class.  Students in "
R048|Acuity|"s through standards-based, grade-wide rubrics 
  Acuity, DRA, spelling inventories, and similar measures "
K141|Read180|"e diverse needs of this population.  P141K has the Read 180 program.   Weekly pacing charts are utilized 
for "
K141|Fundations|"ut Program 
•  Teachers will implement the Wilson Fundations Program 
•  Teachers will receive professional de"
K141|Fundations|" 
•  NYSLT to purchase Edmark software ($500) 
•  Fundations ($750.00) 
•  Headsprout ($1,000.00) 
•  Professi"
K141|Fundations|"ords 

•  By January 2010, students utilizing the Fundations or Headsprout Program will 

demonstrate a 1% inc"
K141|Fundations|"rmance 

•  By March 2010, students utilizing the Fundations or Headsprout Program will 
demonstrate an additi"
K141|Fundations|"formance 

•  By May 2010, students utilizing the Fundations or Headsprout Program will 

demonstrate an addit"
M256|Acuity|"t least) a 10% gain on baseline assessment exams (Acuity ITA’s) in ELA – comparing 
data from Window One t"
M256|Acuity|"s goal: 
 
● The Data Specialist, reviewing ARIS, Acuity, and all other relevant information will identify"
M256|Acuity|" Saturday Academy. 
● Using data obtained through Acuity testing (and via individual teacher assessments a"
M256|Acuity|"t 1/3 of our academic population will sit for all Acuity 
ITA’s and the New York State ELA Exam administer"
M256|Acuity|"t least) a 10% gain on baseline assessment exams (Acuity ITA’s) in ELA – comparing data 
from Window One t"
M256|Acuity|"nclude: 
 
1.)  ELA  Baseline  Assessment  Data  (Acuity  –  Window  1);  Additional  ELA  Assessment  Dat"
M256|Acuity|" Window  1);  Additional  ELA  Assessment  Data  (Acuity  – 
Windows  2  &  3).    Comparative  Report/Ana"
K627|Fountas and Pinnell|"grouping 
• Running Records 
• Conference notes 
• Fountas and Pinnel benchmark assessment results 
 
 

 
 
 
 
 
Goal "
M242|Acuity|"rentiate classroom 
instruction.  Sources include Acuity, Fountas & Pinnell, conference notes, culminating"
M242|Acuity|"y 
data source.  Other external assessment tools (Acuity) will be used as support data. 
 
Our school has "
M242|Acuity|"5 in the fall and spring of the school year. 
3.  Acuity for Grades 3-5. 
4.  Tri-annual reading assessmen"
Q233|Teacher's College Reading and Writing Project|"(e.g., ECLAS-2, EL SOL, Fountas 
and Pinnell, DRA, TCRWP). What insights does the data provide about your "
Q233|Acuity|"e results of the Periodic Assessment, (Scantron, 
Acuity, E-CLAS-2) the results of the Inquiry Team action"
K197|Summit|"ISC. She was informed that she must : 

(cid:131)  Submit a copy of her Massachusetts certification to SED i"
K197|Summit|"husetts certification to SED in Albany 
(cid:131)  Submit new transcripts to SED in Albany 
(cid:131)  Take "
K197|Harcourt Science|"all group activities 

Integrates technology via Harcourt Science website 

(cid:131)  Home-school connection 
(cid"
K197|Reading Recovery|")  AIS Para: TL Fair Student Funding  
(cid:131)  Reading Recovery/AIS Teacher: TL Fair Student Funding CFE  
(cid:1"
K197|Reading Recovery|")  AIS Para: TL Fair Student Funding  
(cid:131)  Reading Recovery/AIS Teacher: TL Fair Student Funding;CFE  
(cid:1"
K197|Reading Recovery|")  AIS Para: TL Fair Student Funding  
(cid:131)  Reading Recovery/AIS Teacher: TL Fair Student Funding; CFE  
(cid:"
K197|Reading Recovery|")  AIS Para: TL Fair Student Funding  
(cid:131)  Reading Recovery/AIS Teacher: TL Fair Student Funding; CFE  
(cid:"
K197|Reading Recovery|"n 
Services (AIS) 

ELA: 
Fundations 
 
Wilson 
 
Reading Recovery  
 
Great Leaps Reading 
Quick Reads   
 
Acuity "
K197|Reading Recovery|"eloper, Math Lead teacher, Wilson Specialist, and Reading Recovery Teacher. 

•  Continuation of intensive professio"
K197|Reading Recovery|"oper, Math 

Lead teacher, Wilson Specialist, and Reading Recovery Teacher. 

•  Continuation of intensive professio"
K197|Teacher's College Reading and Writing Project|"we will continue our work with Columbia University Teachers College Reading and 
Writing Project for Literacy. Staff d"
K197|Teacher's College Reading and Writing Project|"s, administrators and coaches attend 
workshops at Teachers College where they study the most current research and met"
K197|Teacher's College Reading and Writing Project|"ss critical thinking skills 
(cid:131) 
(cid:131)  Teachers College Reading Writing Project School 
(cid:131)  Vocabul"
K197|Teacher's College Reading and Writing Project|"
(cid:131)  Bimonthly individual assessments using Teachers College ECLAS Variation 

Leveling exam 

(cid:131)  Stude"
K197|Teacher's College Reading and Writing Project|"
(cid:131)  Bimonthly individual assessments using Teachers College Leveling exam 
(cid:131)  Students should increase"
K197|Teacher's College Reading and Writing Project|"ty and is at no cost to our school. 
 
PS 197 is a Teachers College Reading and Writing Project School (TCRWP). With T"
K197|Teacher's College Reading and Writing Project|iple opportunities to engage in accountable talk.  Teachers College staff developers come on a monthly basis to provid
K197|Fundations|" of Academic Intervention 
Services (AIS) 

ELA: 
Fundations 
 
Wilson 
 
Reading Recovery  
 
Great Leaps Rea"
K197|Fundations|"Small group and one on one during the school day. Fundations is a 
multisensory decoding program for students "
K197|Acuity|"athematics: 
Great Leaps 
Problem Solving Math 
 
Acuity 
Kaplan 
 

 

Description: Provide a brief descr"
K197|Acuity|"ries.  
•  Use of customized assessments such as: Acuity. 
•  Use of State standardized test. 
•  AIS spec"
K197|Acuity|"assessments in literacy.  The assessments include Acuity, ELA- 
State standard performance indicator, ECLA"
Q232|Core Knowledge|"alanced 
Literacy, Open Court Reading Program and Core Knowledge Reading Pilot 
Program 

  Push-in and pull-out "
Q232|Core Knowledge|" 3 hours each Saturday 

Science: 

 
SETSS: 

  Core Knowledge, FOSS and McGraw Hill Programs 
  Small group, p"
Q232|Core Knowledge|"d during the school day in 45 minute periods 

  Core Knowledge, and Coach Programs 
  Small group, pullout inst"
Q232|Core Knowledge|"ts the school models such 

as Balanced Literacy, Core Knowledge, balanced mathematics prototypes and hands-on act"
Q232|Core Knowledge|"e 
of Open Court in Grades K and 2 and use of the Core Knowledge Reading Pilot 
Program in Grade 1. 
Ninety minute"
Q232|FOSS|"the school day in 45 minute periods 

 
AIS: 

  FOSS and Delta System Programs 
  Push-in and pull-ou"
Q232|Passports|"ing Workshop, Scholastic Reading 

Skills, Voyager Passport and Kaplan Reading Programs 

  Small group, pull"
Q232|Passports|"aplan Reading Program, Wilson, Fundations, Voyager Passport, Balanced 
Literacy, Open Court Reading Program and"
Q232|Voyager Passport|" 

  Kaplan Reading Program, Wilson, Fundations, Voyager Passport, Balanced 
Literacy, Open Court Reading Program a"
Q232|Fundations|"nute periods 

  Kaplan Reading Program, Wilson, Fundations, Voyager Passport, Balanced 
Literacy, Open Court"
Q232|Fundations|"ing students will be provided instruction through Fundations, Wilson, and Leaptrack. 
Differentiation of instr"
Q232|Study Island|"hean Boards, Mobi/Clicker and web based programs (Study Island, Fast 
Froward, Renzulli) 

  Teachers will iden"
Q232|Study Island|"LLs 
have access to online learning sites such as Study Island, Fast Forward, and Renzulli. 
 
A good selection "
Q232|Acuity|"mittee 
reviewed the results of state assessments, acuity assessments, school report card, school progress r"
Q232|Acuity|"mmittee reviewed the results of state assessments, acuity assessments, school report card, school progress 
"
Q232|Acuity|"mmittee reviewed the results of state assessments, acuity assessments, school report card, school progress 
"
Q232|Acuity|"mmittee reviewed the results of state assessments, acuity assessments, school report card, school progress 
"
K154|Teacher's College Reading and Writing Project|"arning through their 
delivery of instruction 

  Teachers College staff developer will lead professional development"
K154|Teacher's College Reading and Writing Project|"s will attend professional development sessions at Teachers College to 
support the units of study 

 

 

  Approxi"
K154|Teacher's College Reading and Writing Project|"ximately $34,000 for professional development from Teachers College 
  Schedule will be adjusted for common planning "
K154|Teacher's College Reading and Writing Project|"gh a push-in and pull-out program, is based on the Teachers College curriculum; that is, 
ESL instruction corresponds "
K154|Teacher's College Reading and Writing Project|"ttend ongoing professional development provided by Teachers College that 
emphasizes differentiated instruction and ta"
Q540|Read180|" to help them focus on graduating students 
  Use Read 180 Program with ELLs to improve reading comprehension"
Q540|Read180|"   

 

.Provide in-house training for the use of Read 180 

  Regents’ assessments in students’ portfolios "
Q540|Read180|"ed teacher meetings to address best practices. 
  Read 180 implemented in the intermediate Ell class in the s"
Q540|Read180|"the intermediate Ell class in the spring 2010. 
  Read 180 Program modeled by the literacy coach.  
 
  Reg"
Q540|Read180|" and one-to-one tutoring provided during the day.  Read 180 is a 90 minute program 
offered during the day for"
Q540|Read180|"ruggling students in both campuses, 
beginning the Read 180 program for struggling readers in our Jamaica Camp"
Q540|Rosetta Stone|"provide additional instructional support by using Rosetta Stone Language Program to strengthen ELL students’ 
nat"
Q540|Rosetta Stone|" $20.00 each for READ 180 = $100.00 

(Example: 2 Rosetta Stone language development software 
packages for after"
Q540|Acuity|"rds. 

 

(e)  We constantly use the Smart Board, Acuity, Performance Series, and other Internet resources"
M519|Acuity|" Use scholarship reports, regents data, ARIS, and Acuity to identify senior target group. 

•  Teacher tea"
R061|IDO|"e of the ARIS Parent link 
h.  Supply parents with ID numbers and temporary passwords for ARIS so that t"
R061|IDO| distribute ARIS parent link passwords and Student ID numbers as needed to enable parents to access the 
R061|Passports|"als and routines 

•  Continue Voyager’s Journeys, Passport and V-math programs analyzing benchmarks  
•  Cont"
R061|Passports|"ELLs classes and 
Special Ed. Voyager Journeys and Passport programs, an AIS program with a built in monitorin"
R061|Read180| text and workbooks in all 3 grades and a blended Read180 computer and Lexile level tracking system for 8th
R061|Soar To Success|" 
o  21st Century Grant, Life Designs Program  
o  Soar to Success 
o  Climbing the Ladder of Success 
o  Learning Th"
R061|Study Island|"ula areas)  
o  COAHSI Grant with Snug harbor 
o  Study Island mini-grant 

 

 
We find the following as Signif"
R061|Acuity|"students making at least one year’s progress. 
•  Acuity Periodic Assessments and NYS math exam data are a"
R061|Acuity|" teachers’ expertise in the analysis of data from Acuity, ARIS, Renzulli and nySTART in order 
to differen"
R061|Acuity|" 

•  Train teachers in the use of ARIS, nySTART, Acuity, Renzulli by attending DOE workshops, 

Renzulli "
R061|Acuity|"DOE workshops, 

Renzulli  Webinars and Training, Acuity webinars, and coaches’ and data specialists’ Lunc"
R061|Acuity|"re.   

By using resources such as ARIS, NYSTART, Acuity, and ELA/ELL assessment results, we can see the s"
R061|Acuity|"dent.  
By using resources such as ARIS, NYSTART, Acuity, we can see the strengths and weaknesses of indiv"
R061|Acuity|"progress.  

b.  Students will participate in the Acuity ELA and Math assessments.  In conjunction with th"
R061|Acuity|"he PTA, parents will be taught how to access 
the Acuity website to get their child’s test scores and have"
Q811|Versal|"ers to relevant professional development including Verbal Behavior for Students with Autism, Writing 
effect"
